date,cash,pending_settlement,invested,equity,positions,safe_mode
2019-05-27,9654.860032966908,0.0,85117.96707992554,94772.82711289245,8,False
2019-05-28,9654.860032966908,0.0,86576.3365119934,96231.19654496032,8,False
2019-05-29,9654.860032966908,0.0,87317.76493301391,96972.62496598082,8,False
2019-05-30,9654.860032966908,0.0,87556.15454330444,97211.01457627135,8,False
2019-05-31,9654.860032966908,0.0,88868.56585083008,98523.425883797,8,False
2019-06-03,9654.860032966908,0.0,87734.49000396728,97389.3500369342,8,False
2019-06-04,9654.860032966908,0.0,88157.7175086975,97812.57754166442,8,False
2019-06-05,9654.860032966908,12702.568545418753,76058.39282836913,98415.8214067548,7,False
2019-06-06,9654.860032966908,12702.568545418753,75552.90614929199,97910.33472767765,7,False
2019-06-10,9984.685448062328,0.0,89606.38894577026,99591.07439383259,8,False
2019-06-11,9984.685448062328,0.0,90660.40397186279,100645.08941992512,8,False
2019-06-12,9984.685448062328,25240.477110722568,66430.76372375488,101655.92628253977,6,False
2019-06-13,9984.685448062328,25240.477110722568,66427.59118041993,101652.75373920483,6,False
2019-06-14,35225.1625587849,0.0,65665.63917617798,100890.80173496288,6,False
2019-06-17,35225.1625587849,0.0,66591.930884552,101817.0934433369,6,False
2019-06-18,35225.1625587849,0.0,66414.19041519165,101639.35297397655,6,False
2019-06-19,35225.1625587849,0.0,67693.79362945557,102918.95618824047,6,False
2019-06-20,35225.1625587849,14131.389879885295,55296.350930023196,104652.9033686934,5,False
2019-06-21,35225.1625587849,14131.389879885295,56176.57389678955,105533.12633545975,5,False
2019-06-24,49356.552438670195,0.0,56041.16767730713,105397.72011597732,5,False
2019-06-25,49356.552438670195,0.0,55182.9070892334,104539.45952790359,5,False
2019-06-26,36450.91390820572,0.0,68469.9531906128,104920.86709881852,6,False
2019-06-27,36450.91390820572,0.0,69221.18493957519,105672.09884778092,6,False
2019-06-28,36450.91390820572,0.0,69452.12245178223,105903.03635998795,6,False
2019-07-01,36450.91390820572,0.0,70949.51140899658,107400.4253172023,6,False
2019-07-02,36450.91390820572,12650.957989029357,59150.413073730466,108252.28497096554,5,False
2019-07-03,36450.91390820572,12650.957989029357,59511.02435150146,108612.89624873654,5,False
2019-07-04,49101.871897235076,0.0,60389.64310760498,109491.51500484005,5,False
2019-07-05,49101.871897235076,12712.046409940878,48489.96934204102,110303.88764921698,4,False
2019-07-08,49101.871897235076,12712.046409940878,47876.58880310059,109690.50711027655,4,False
2019-07-09,61813.918307175954,0.0,46890.227275085446,108704.14558226141,4,False
2019-07-10,61813.918307175954,0.0,47052.44287261963,108866.36117979558,4,False
2019-07-11,61813.918307175954,0.0,47395.024351501466,109208.94265867742,4,False
2019-07-12,61813.918307175954,0.0,47321.02411651611,109134.94242369206,4,False
2019-07-15,49076.98615864241,0.0,60317.363912200926,109394.35007084333,5,False
2019-07-16,49076.98615864241,0.0,60719.88957138061,109796.87573002302,5,False
2019-07-17,49076.98615864241,0.0,60093.95663528443,109170.94279392684,5,False
2019-07-18,49076.98615864241,0.0,58930.50730667114,108007.49346531354,5,False
2019-07-19,49076.98615864241,0.0,59292.97368164062,108369.95984028303,5,False
2019-07-22,49076.98615864241,0.0,59831.34461669922,108908.33077534163,5,False
2019-07-23,49076.98615864241,0.0,59713.80704498291,108790.79320362532,5,False
2019-07-24,49076.98615864241,0.0,60249.28305969238,109326.26921833478,5,False
2019-07-25,49076.98615864241,0.0,60628.188607788084,109705.17476643049,5,False
2019-07-26,49076.98615864241,0.0,60801.97912979126,109878.96528843367,5,False
2019-07-29,49076.98615864241,0.0,60495.160373687744,109572.14653233015,5,False
2019-07-30,49076.98615864241,0.0,58482.102210998535,107559.08836964094,5,False
2019-07-31,36372.73486140491,0.0,71205.53861465454,107578.27347605945,6,False
2019-08-01,23653.891526466618,0.0,83692.99392929077,107346.88545575738,7,False
2019-08-02,23653.891526466618,0.0,83113.87358932495,106767.76511579157,7,False
2019-08-05,23653.891526466618,0.0,81280.02049255371,104933.91201902032,7,False
2019-08-06,10565.008941515094,0.0,95032.36441802979,105597.37335954487,8,False
2019-08-07,10565.008941515094,0.0,94550.8092704773,105115.81821199239,8,False
2019-08-08,10565.008941515094,0.0,96023.61729812622,106588.62623964131,8,False
2019-08-12,10565.008941515094,0.0,95414.11782073975,105979.12676225483,8,False
2019-08-13,10565.008941515094,0.0,94823.87824401856,105388.88718553365,8,False
2019-08-14,10565.008941515094,0.0,94816.27040023803,105381.27934175314,8,False
2019-08-15,10565.008941515094,0.0,94015.24096679688,104580.24990831196,8,False
2019-08-16,10565.008941515094,0.0,94779.92692260742,105344.93586412253,8,False
2019-08-19,10565.008941515094,0.0,95664.07225952149,106229.08120103658,8,False
2019-08-20,10565.008941515094,0.0,96188.04035339356,106753.04929490865,8,False
2019-08-21,10565.008941515094,0.0,96672.87538528442,107237.88432679951,8,False
2019-08-22,10565.008941515094,0.0,95138.73133163452,105703.74027314963,8,False
2019-08-23,10565.008941515094,0.0,95307.1124961853,105872.1214377004,8,False
2019-08-26,10565.008941515094,0.0,92543.96590194703,103108.97484346211,8,False
2019-08-27,10565.008941515094,0.0,92659.49436950684,103224.50331102192,8,False
2019-08-28,10565.008941515094,0.0,92789.58898620606,103354.59792772116,8,False
2019-08-29,10565.008941515094,0.0,93208.98476638793,103773.99370790302,8,False
2019-08-30,10565.008941515094,0.0,94454.9606803894,105019.96962190449,8,False
2019-09-02,10565.008941515094,0.0,95619.75190353394,106184.76084504902,8,False
2019-09-03,10565.008941515094,0.0,95674.5023071289,106239.511248644,8,False
2019-09-04,10565.008941515094,0.0,96997.57812652588,107562.58706804097,8,False
2019-09-05,10565.008941515094,0.0,96944.71568984985,107509.72463136495,8,False
2019-09-06,10565.008941515094,14559.338256046765,83691.12584533691,108815.47304289877,7,False
2019-09-10,25124.34719756186,0.0,83523.80125808716,108648.14845564902,7,False
2019-09-11,25124.34719756186,0.0,84061.52680587769,109185.87400343955,7,False
2019-09-12,25124.34719756186,0.0,84394.10525131226,109518.45244887412,7,False
2019-09-16,25124.34719756186,0.0,84582.0379737854,109706.38517134725,7,False
2019-09-17,25124.34719756186,0.0,84933.76492385865,110058.1121214205,7,False
2019-09-18,11029.42972092186,0.0,98980.88267593384,110010.3123968557,8,False
2019-09-19,11029.42972092186,0.0,98783.52925720214,109812.958978124,8,False
2019-09-20,11029.42972092186,0.0,99000.61185150147,110030.04157242333,8,False
2019-09-23,11029.42972092186,10946.380480355234,88659.61157073974,110635.42177201684,7,False
2019-09-24,11029.42972092186,10946.380480355234,88721.5055519104,110697.3157531875,7,False
2019-09-25,21975.810201277094,0.0,87898.06513595581,109873.87533723291,7,False
2019-09-26,16463.467290202094,11069.66900025,81623.10884704589,109156.24513749799,7,False
2019-09-27,16463.467290202094,11069.66900025,79770.16863555908,107303.30492601117,7,False
2019-10-01,11276.486718530416,0.0,97046.01425285339,108322.50097138381,8,False
2019-10-02,11276.486718530416,0.0,98202.28075180054,109478.76747033096,8,False
2019-10-03,11276.486718530416,11013.17688891,87332.7963092804,109622.4599167208,7,False
2019-10-04,11276.486718530416,11013.17688891,87419.84357757568,109709.50718501609,7,False
2019-10-07,22289.663607440416,0.0,87685.40261764526,109975.06622508567,7,False
2019-10-08,22289.663607440416,0.0,87125.20836372375,109414.87197116416,7,False
2019-10-09,22289.663607440416,0.0,86607.27070236206,108896.93430980248,7,False
2019-10-14,11015.373605465418,0.0,99154.465524292,110169.83912975741,8,False
2019-10-15,11015.373605465418,12093.603148026357,87488.74452590942,110597.7212794012,7,False
2019-10-16,11015.373605465418,12093.603148026357,87527.74716110229,110636.72391459407,7,False
2019-10-17,23108.976753491777,0.0,87877.84859962463,110986.82535311641,7,False
2019-10-18,23108.976753491777,14510.01821684227,73734.73052024841,111353.72549058247,6,False
2019-10-21,23108.976753491777,14510.01821684227,73689.497631073,111308.49260140705,6,False
2019-10-22,37618.994970334046,0.0,74540.83638954163,112159.83135987568,6,False
2019-10-23,37618.994970334046,0.0,74441.6478755951,112060.64284592913,6,False
2019-10-24,37618.994970334046,0.0,74787.77346496582,112406.76843529986,6,False
2019-10-25,37618.994970334046,0.0,74747.80375442505,112366.79872475911,6,False
2019-10-28,37618.994970334046,0.0,76304.26831016541,113923.26328049946,6,False
2019-10-29,37618.994970334046,34851.059616605526,42174.68803024292,114644.74261718249,3,False
2019-10-30,37618.994970334046,34851.059616605526,42920.05097389221,115390.10556083178,3,False
2019-10-31,72470.05458693957,0.0,42369.87020492554,114839.92479186511,3,False
2019-11-01,72470.05458693957,0.0,42514.806716918945,114984.86130385852,3,False
2019-11-04,72470.05458693957,0.0,42537.794036865234,115007.8486238048,3,False
2019-11-05,72470.05458693957,0.0,42169.60048484802,114639.6550717876,3,False
2019-11-06,72470.05458693957,0.0,41602.99462509155,114073.04921203112,3,False
2019-11-07,62279.73865622559,12942.462057525,38486.57714176178,113708.77785551237,3,False
2019-11-08,41918.459317519475,12942.462057525,58669.560335350034,113530.48171039451,5,False
2019-11-11,40399.41655478198,0.0,71831.58998851776,112231.00654329974,6,False
2019-11-12,11319.471333729869,0.0,102231.05061836242,113550.5219520923,8,False
2019-11-13,11319.471333729869,0.0,102611.08694725037,113930.55828098024,8,False
2019-11-14,11319.471333729869,0.0,102397.97551727295,113717.44685100282,8,False
2019-11-15,11319.471333729869,0.0,102646.38393001557,113965.85526374544,8,False
2019-11-18,11319.471333729869,0.0,103683.54169692993,115003.0130306598,8,False
2019-11-19,11319.471333729869,0.0,103556.9071697235,114876.37850345338,8,False
2019-11-20,11319.471333729869,0.0,103151.0454864502,114470.51682018007,8,False
2019-11-21,11319.471333729869,0.0,104246.20164909362,115565.6729828235,8,False
2019-11-22,11319.471333729869,0.0,103131.43015060425,114450.90148433413,8,False
2019-11-25,11319.471333729869,0.0,103662.88127498627,114982.35260871614,8,False
2019-11-26,11319.471333729869,0.0,104808.18623809815,116127.65757182802,8,False
2019-11-27,11319.471333729869,0.0,105762.56630477906,117082.03763850893,8,False
2019-11-28,11319.471333729869,0.0,106083.815417099,117403.28675082888,8,False
2019-11-29,11319.471333729869,0.0,104537.90111370086,115857.37244743074,8,False
2019-12-02,11319.471333729869,0.0,103463.63233089447,114783.10366462434,8,False
2019-12-03,11319.471333729869,0.0,106096.41670894623,117415.8880426761,8,False
2019-12-04,11319.471333729869,0.0,105501.42628498077,116820.89761871065,8,False
2019-12-05,11319.471333729869,0.0,107122.62065563202,118442.0919893619,8,False
2019-12-06,11319.471333729869,0.0,106986.68513698578,118306.15647071565,8,False
2019-12-09,11319.471333729869,0.0,107344.81508979798,118664.28642352785,8,False
2019-12-10,11319.471333729869,11657.009637979483,95539.80635643005,118516.28732813941,7,False
2019-12-11,11319.471333729869,11657.009637979483,95589.63575115203,118566.11672286139,7,False
2019-12-12,11915.449643933996,16589.74742273598,90292.97609081268,118798.17315748266,8,False
2019-12-13,11802.838143933996,29839.991519812313,75500.01942863464,117142.84909238094,8,False
2019-12-16,28392.58556666998,13250.244097076333,77504.14735031128,119146.9770140576,8,False
2019-12-17,41642.82966374631,0.0,77685.17310714722,119328.00277089354,8,False
2019-12-18,41642.82966374631,0.0,77468.05799484253,119110.88765858885,8,False
2019-12-19,41642.82966374631,0.0,77548.5254957199,119191.35515946621,8,False
2019-12-20,41642.82966374631,0.0,77044.00560703277,118686.83527077909,8,False
2019-12-23,41642.82966374631,0.0,76091.98133354187,117734.81099728818,8,False
2019-12-24,41642.82966374631,0.0,75950.82649173736,117593.65615548368,8,False
2019-12-25,41642.82966374631,0.0,76861.92278366089,118504.7524474072,8,False
2019-12-26,41642.82966374631,0.0,76963.99939041138,118606.82905415769,8,False
2019-12-27,41642.82966374631,0.0,76890.93356933593,118533.76323308225,8,False
2019-12-30,41642.82966374631,0.0,76221.59940376281,117864.42906750913,8,False
2019-12-31,41642.82966374631,0.0,76053.67811546326,117696.50777920958,8,False
2020-01-02,41642.82966374631,0.0,77187.55478897094,118830.38445271726,8,False
2020-01-03,41642.82966374631,0.0,75593.12606391907,117235.9557276654,8,False
2020-01-06,41642.82966374631,0.0,74650.19521255493,116293.02487630124,8,False
2020-01-07,41642.82966374631,0.0,74191.04766349793,115833.87732724423,8,False
2020-01-08,41642.82966374631,0.0,73126.4859889984,114769.31565274473,8,False
2020-01-09,41642.82966374631,0.0,74112.09929046631,115754.92895421264,8,False
2020-01-10,41642.82966374631,0.0,73785.24880638122,115428.07847012754,8,False
2020-01-13,41642.82966374631,0.0,75780.81215801238,117423.6418217587,8,False
2020-01-14,41642.82966374631,0.0,75751.75697288514,117394.58663663146,8,False
2020-01-15,41642.82966374631,0.0,75233.25272521973,116876.08238896605,8,False
2020-01-16,41642.82966374631,0.0,75451.12739963531,117093.95706338162,8,False
2020-01-17,41642.82966374631,0.0,75621.58740653991,117264.41707028623,8,False
2020-01-20,41642.82966374631,0.0,75722.84909496308,117365.6787587094,8,False
2020-01-30,41642.82966374631,0.0,68396.79663429261,110039.62629803893,8,False
2020-01-31,41642.82966374631,0.0,65999.29321937561,107642.12288312192,8,False
2020-02-03,41642.82966374631,0.0,63973.74139251709,105616.5710562634,8,False
2020-02-04,41642.82966374631,0.0,66286.37000102997,107929.19966477627,8,False
2020-02-05,41642.82966374631,0.0,66325.44367332458,107968.27333707089,8,False
2020-02-06,41642.82966374631,0.0,68069.63178825378,109712.4614520001,8,False
2020-02-07,41642.82966374631,0.0,67523.71643447876,109166.54609822508,8,False
2020-02-10,41642.82966374631,0.0,67247.3769443512,108890.2066080975,8,False
2020-02-11,41642.82966374631,0.0,68493.70645008088,110136.5361138272,8,False
2020-02-12,41642.82966374631,0.0,69339.90159797668,110982.731261723,8,False
2020-02-13,41642.82966374631,0.0,69895.59732646942,111538.42699021572,8,False
2020-02-14,41642.82966374631,0.0,70239.78848762512,111882.61815137143,8,False
2020-02-17,41642.82966374631,0.0,70116.88354816436,111759.71321191068,8,False
2020-02-18,41642.82966374631,15204.981305682895,54593.66290493011,111441.47387435932,7,False
2020-02-19,41642.82966374631,15204.981305682895,55234.05592651367,112081.86689594288,7,False
2020-02-20,56847.81096942921,0.0,55750.25008869171,112598.06105812092,7,False
2020-02-21,40163.42555172921,0.0,73068.15122928619,113231.5767810154,8,False
2020-02-24,40163.42555172921,0.0,73220.9907754898,113384.41632721902,8,False
2020-02-25,40163.42555172921,0.0,73347.88429641724,113511.30984814645,8,False
2020-02-26,40163.42555172921,0.0,71588.91796531677,111752.34351704599,8,False
2020-02-27,40163.42555172921,0.0,68547.16580028534,108710.59135201454,8,False
2020-03-02,40163.42555172921,0.0,68592.03051834107,108755.45607007027,8,False
2020-03-03,40163.42555172921,0.0,70419.54055900573,110582.96611073494,8,False
2020-03-04,40163.42555172921,0.0,69070.62283000947,109234.04838173868,8,False
2020-03-05,40163.42555172921,0.0,70338.88509483337,110502.31064656258,8,False
2020-03-06,40163.42555172921,0.0,69328.9979505539,109492.42350228311,8,False
2020-03-09,40163.42555172921,0.0,64888.885321426395,105052.3108731556,8,False
2020-03-10,40163.42555172921,0.0,65968.32300453186,106131.74855626107,8,False
2020-03-11,40163.42555172921,0.0,64742.817748641966,104906.24330037118,8,False
2020-03-12,40163.42555172921,0.0,59112.51280784607,99275.93835957529,8,False
2020-03-13,40163.42555172921,0.0,55779.116611671445,95942.54216340065,8,False
2020-03-16,40163.42555172921,0.0,52285.6259727478,92449.05152447702,8,False
2020-03-17,40163.42555172921,0.0,49567.122248458865,89730.54780018807,8,False
2020-03-18,40163.42555172921,0.0,48689.86416664124,88853.28971837045,8,True
2020-03-19,40163.42555172921,0.0,44829.65056533813,84993.07611706734,8,True
2020-03-20,40163.42555172921,0.0,48532.89024219513,88696.31579392434,8,True
2020-03-23,40163.42555172921,0.0,46061.62955932617,86225.05511105538,8,True
2020-03-24,40163.42555172921,0.0,48544.734774017335,88708.16032574655,8,True
2020-03-25,40163.42555172921,6273.2100106662965,45025.34361724854,91461.97917964405,7,True
2020-03-26,40163.42555172921,13509.968822851297,39223.56188735962,92896.95626194013,6,True
2020-03-27,46436.63556239551,16670.841948022502,29291.173218536376,92398.6507289544,5,True
2020-03-30,53673.39437458051,18625.543609322976,20312.60019607544,92611.53817997892,4,True
2020-03-31,63107.47751041801,9191.460473485475,20048.20019607544,92347.13817997892,4,True
2020-04-01,72298.93798390348,0.0,20056.976216125488,92355.91420002897,4,True
2020-04-06,72298.93798390348,0.0,20731.368222808836,93030.30620671232,4,True
2020-04-07,72298.93798390348,0.0,21259.87771072388,93558.81569462735,4,True
2020-04-08,72298.93798390348,0.0,21749.013764190673,94047.95174809416,4,True
2020-04-09,72298.93798390348,0.0,21645.822089385987,93944.76007328946,4,True
2020-04-10,72298.93798390348,0.0,21516.756980133057,93815.69496403653,4,True
2020-04-13,72298.93798390348,0.0,21158.36497344971,93457.30295735318,4,True
2020-04-14,72298.93798390348,0.0,22325.661724090576,94624.59970799406,4,True
2020-04-15,72298.93798390348,0.0,21835.12766418457,94134.06564808806,4,True
2020-04-16,72298.93798390348,0.0,20463.243650817873,92762.18163472135,4,True
2020-04-17,72298.93798390348,0.0,19355.570880126954,91654.50886403043,4,True
2020-04-20,72298.93798390348,0.0,19553.007265472414,91851.94524937589,4,True
2020-04-21,72298.93798390348,0.0,18999.710514831542,91298.64849873503,4,True
2020-04-22,72298.93798390348,0.0,19395.786866760252,91694.72485066374,4,True
2020-04-23,72298.93798390348,0.0,20160.931245422362,92459.86922932585,4,True
2020-04-24,72298.93798390348,0.0,19664.586866760255,91963.52485066373,4,True
2020-04-27,72298.93798390348,0.0,19699.762886810302,91998.70087071379,4,True
2020-04-28,72298.93798390348,0.0,19499.002853393555,91797.94083729704,4,True
2020-04-29,72298.93798390348,0.0,20032.370880126953,92331.30886403043,4,True
2020-04-30,72298.93798390348,0.0,20386.083617401124,92685.0216013046,4,True
2020-05-04,72298.93798390348,7596.10319636402,12822.3,92717.3411802675,2,True
2020-05-05,72298.93798390348,7689.723481364021,12483.0,92471.6614652675,1,True
2020-05-06,79895.0411802675,93.620285,12654.0,92642.66146526749,1,True
2020-05-07,79988.66146526749,0.0,12787.0,92775.66146526749,1,True
2020-05-08,79988.66146526749,0.0,12787.0,92775.66146526749,1,True
2020-05-11,79988.66146526749,0.0,12939.0,92927.66146526749,1,True
2020-05-12,79988.66146526749,0.0,12825.0,92813.66146526749,1,True
2020-05-13,79988.66146526749,0.0,12483.0,92471.66146526749,1,True
2020-05-14,79988.66146526749,0.0,11742.0,91730.66146526749,1,True
2020-05-15,79988.66146526749,0.0,11837.0,91825.66146526749,1,True
2020-05-18,79988.66146526749,0.0,11229.0,91217.66146526749,1,True
2020-05-19,79988.66146526749,0.0,11457.0,91445.66146526749,1,True
2020-05-20,79988.66146526749,0.0,11343.0,91331.66146526749,1,True
2020-05-21,79988.66146526749,0.0,11970.0,91958.66146526749,1,True
2020-05-22,79988.66146526749,0.0,11647.0,91635.66146526749,1,True
2020-05-25,79988.66146526749,0.0,11704.0,91692.66146526749,1,True
2020-05-26,79988.66146526749,0.0,11666.0,91654.66146526749,1,True
2020-05-27,79988.66146526749,0.0,11685.0,91673.66146526749,1,True
2020-05-28,79988.66146526749,0.0,11438.0,91426.66146526749,1,True
2020-05-29,79988.66146526749,0.0,11362.0,91350.66146526749,1,True
2020-06-01,79988.66146526749,0.0,11742.0,91730.66146526749,1,True
2020-06-02,79988.66146526749,0.0,11609.0,91597.66146526749,1,True
2020-06-03,79988.66146526749,0.0,11989.0,91977.66146526749,1,True
2020-06-04,79988.66146526749,0.0,13186.0,93174.66146526749,1,True
2020-06-05,79988.66146526749,0.0,12445.0,92433.66146526749,1,True
2020-06-08,79988.66146526749,0.0,12559.0,92547.66146526749,1,True
2020-06-09,79988.66146526749,0.0,12597.0,92585.66146526749,1,True
2020-06-10,79988.66146526749,0.0,13072.0,93060.66146526749,1,True
2020-06-11,79988.66146526749,0.0,12825.0,92813.66146526749,1,True
2020-06-12,79988.66146526749,0.0,12825.0,92813.66146526749,1,True
2020-06-15,79988.66146526749,0.0,12445.0,92433.66146526749,1,True
2020-06-16,79988.66146526749,0.0,12844.0,92832.66146526749,1,True
2020-06-17,79988.66146526749,0.0,12958.0,92946.66146526749,1,True
2020-06-18,79988.66146526749,0.0,13015.0,93003.66146526749,1,True
2020-06-19,79988.66146526749,0.0,13661.0,93649.66146526749,1,True
2020-06-22,79988.66146526749,0.0,14915.0,94903.66146526749,1,True
2020-06-23,79988.66146526749,0.0,14706.0,94694.66146526749,1,True
2020-06-24,79988.66146526749,0.0,14934.0,94922.66146526749,1,True
2020-06-29,79988.66146526749,0.0,15105.0,95093.66146526749,1,True
2020-06-30,79988.66146526749,0.0,15447.0,95435.66146526749,1,True
2020-07-01,79988.66146526749,0.0,15181.0,95169.66146526749,1,True
2020-07-02,79988.66146526749,0.0,15637.0,95625.66146526749,1,True
2020-07-03,79988.66146526749,0.0,15694.0,95682.66146526749,1,True
2020-07-06,79988.66146526749,15930.178650225,0.0,95918.8401154925,0,True
2020-07-07,79988.66146526749,15930.178650225,0.0,95918.8401154925,0,True
2020-07-08,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-09,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-10,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-13,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-14,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-15,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-16,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-17,95918.8401154925,0.0,0.0,95918.8401154925,0,True
2020-07-20,95918.8401154925,0.0,0.0,95918.8401154925,0,True
