symbol,entry_date,exit_date,quantity,entry_price,exit_price,target_return,holding_days,exit_reason,fees,tax,net_pnl,return_pct,mae,mfe
4426,2019-07-15,2019-10-15,237,53.66585589599609,51.25466326904297,0.2,60,TIME_EXIT,35.43428233501282,36.44206558428955,-643.3290005071904,-0.050508944619074486,-0.12767812583439697,0.027293709201829053
3227,2019-07-31,2019-10-18,119,106.60649999999998,122.47487752499997,0.15,51,TP,38.84647459380187,43.72353127642499,1805.7669196047736,0.14213879097286375,-0.05259060188637643,0.1631560927335578
6150,2019-09-18,2019-10-29,208,67.6676,75.711924288,0.12,26,TP,42.4976909989632,47.244240755712006,1583.4775201493267,0.11234386599096302,-0.13104646832457478,0.12018159355437463
6533,2019-09-26,2019-10-29,47,117.11699999999999,134.54986544999997,0.15,20,TP,16.85538831351375,18.97153102845,783.5177568080353,0.1421387909728635,-0.026614411229795798,0.15269346038576814
3081,2019-10-14,2019-10-29,46,244.74449999999996,281.1747188249999,0.15,11,TP,34.474004793978736,38.80211119784999,1602.5139499581674,0.14213879097286336,0.0,0.15426495794593964
3708,2019-06-26,2019-11-07,154,83.68359847259521,84.4155,0.12,90,TIME_EXIT,36.88934715981102,38.999961,36.82352706052734,0.0028532898216235775,-0.14439627620018347,0.09937910987573328
2344,2019-11-08,2019-12-10,615,16.571992525100708,19.038733612461947,0.15,22,TP,31.20835011880647,35.126463514992295,1450.710955093362,0.14213879097286344,-0.04287333296493279,0.15154303566340377
6533,2019-11-12,2019-12-12,126,115.11499999999998,132.24986774999996,0.15,22,TP,44.41436200451249,49.99045000949998,2064.5885244859837,0.14213879097286342,-0.014029448812057366,0.16405333796638155
2439,2019-08-01,2019-12-13,85,149.4205267486572,156.57808268737793,0.2,90,TIME_EXIT,37.06408156793975,39.92741108528137,531.4007621380388,0.0417805887016704,-0.0642690373775261,0.07892105032754482
2340,2019-10-01,2020-02-18,641,25.325299236297603,23.826150381088258,0.1,90,TIME_EXIT,44.896162866760676,45.81768718283272,-1051.668266238783,-0.06469157507431382,-0.190532762960673,0.09771651571311213
2329,2019-11-07,2020-03-25,671,15.165149618148803,9.390599618911743,0.2,90,TIME_EXIT,23.479593526746367,18.903277032869337,-3917.105920047683,-0.38439494385462425,-0.4718152850074149,0.07483273475611596
5264,2019-11-08,2020-03-26,201,50.450399999999995,36.1638,0.15,90,TIME_EXIT,24.808472235000004,21.806771400000002,-2918.2218436349995,-0.2873685280692794,-0.40238333095475953,0.046572475143903835
6462,2019-11-11,2020-03-27,61,236.73649999999998,155.3445,0.2,90,TIME_EXIT,34.081640925,28.428043500000005,-5027.421684424997,-0.34764166986141776,-0.5057796326295269,0.07714695452539022
2316,2019-11-12,2020-03-30,364,39.92877820205688,25.363498517990113,0.2,90,TIME_EXIT,33.86710393468838,27.696940381645202,-5363.325849316638,-0.3684922423707613,-0.41284342491690973,0.0810915351602588
6111,2019-12-12,2020-05-04,58,94.4944,66.4335,0.15,90,TIME_EXIT,13.300690934999999,11.559429,-1652.3923199350006,-0.3010652796016123,-0.5856897339948188,0.057205506358048774
2367,2019-12-12,2020-05-04,174,31.980555097579952,21.70530086517334,0.12,90,TIME_EXIT,13.311407985964678,11.330167051620483,-1812.5358114763358,-0.325261695032756,-0.5244323144152346,0.06385109863561067
3527,2019-12-13,2020-05-05,1,111.61149999999999,94.905,0.2,90,TIME_EXIT,2.0,0.284715,-18.991214999999997,-0.16864365539931533,-0.40149536562092614,0.1423554024450886
6510,2020-02-21,2020-07-06,19,876.8759999999999,842.157,0.2,90,TIME_EXIT,46.542818475,48.002949,-754.206767474996,-0.04520434817304563,-0.3339993339993339,0.025230477285272057
