Starting Capital,Ending Capital,Total Return,CAGR,Max Drawdown,Average Drawdown,Sharpe Ratio,Sortino Ratio,Capital Utilization,Maximum Concurrent Positions,Win Rate,Profit Factor,Average Trade Return,Median Trade Return,Average Holding Days,Median Holding Days,Trades Per Year,Best Trade,Worst Trade,Average MAE,Median MAE,90th percentile MAE,90th Percentile MAE Before TP,Average MFE,Median MFE,Take Profit Hit Rate,Thesis Break Exit Rate,Time Exit Rate,Median Days to TP,Percentage Never Reaching TP
100000.0,95918.8401154925,-0.040811598845075014,-0.005447831538198611,-0.2877357020694322,-0.17586788875222434,-0.04558510265565012,-0.019520626979006365,0.09630429325352276,8,0.5517241379310345,0.8348101848467636,-0.02378552450433437,0.0417805887016704,56.724137931034484,60.0,3.8019562096195263,0.14213879097286375,-0.38439494385462425,-0.1914233097298665,-0.13104646832457478,-0.47860815453183725,-0.1270533918818406,0.11130253182795674,0.12058993637941029,0.4827586206896552,0.0,0.5172413793103449,22.0,0.5172413793103448
