TP,LowPosition,MRProbability,Return,CAGR,Max Drawdown,Sharpe,Win Rate,Profit Factor,Average Holding,Capital Utilization,Trade Count
0.05,0.1,0.55,0.07652391843746886,0.009713974539165227,-0.2520393495171339,0.18418032836668705,0.9142857142857143,1.8321715088843742,19.17142857142857,0.034561381376676956,35
0.08,0.1,0.55,0.029722416618404468,0.003847261522008205,-0.3256456795181346,0.09090106667430005,0.7272727272727273,1.2525055573278754,39.77272727272727,0.04605271034099613,22
0.1,0.1,0.55,0.049691011292462894,0.00637815374014683,-0.32662483894505534,0.1238140517405382,0.7272727272727273,1.4165323894875401,40.77272727272727,0.04711004206353435,22
0.12,0.1,0.55,0.06011967280940422,0.007683333704289863,-0.3328777716779141,0.13989669829577212,0.6818181818181818,1.4755549713735854,44.36363636363637,0.050936080149956105,22
0.15,0.1,0.55,-0.004857212249947285,-0.0006381377820335876,-0.3523108216904558,0.03221185726393861,0.5555555555555556,0.9730230570174405,54.27777777777778,0.05943779810303637,18
0.2,0.1,0.55,-0.05467334860670847,-0.007344073018119568,-0.3152429379216901,-0.07062326112480627,0.4444444444444444,0.7430416192429502,63.05555555555556,0.06515249599081999,18
0.05,0.1,0.6,0.04339657832371735,0.005584922854416696,-0.2552046761481388,0.12321659289623377,0.9259259259259259,1.5259256518111461,19.185185185185187,0.02637165204228629,27
0.08,0.1,0.6,-0.007419222057277852,-0.0009758241562149994,-0.33757227212590724,0.026042541927931116,0.7058823529411765,0.9340972932262407,42.23529411764706,0.03722373936505343,17
0.1,0.1,0.6,-0.012122429794149792,-0.0015977078421098856,-0.31411325186015215,0.0166550415476761,0.6875,0.8936652894751798,45.0625,0.03719957497735032,16
0.12,0.1,0.6,0.012435690850658654,0.0016216025962545455,-0.3128954556214405,0.060632944394026056,0.6875,1.1086219160213486,47.0625,0.03880215435429018,16
0.15,0.1,0.6,-0.025230941134579243,-0.003344664642737416,-0.31220837839494475,-0.015380343783677553,0.5714285714285714,0.8252417991359108,57.07142857142857,0.04020523812483072,14
0.2,0.1,0.6,-0.001441135528909343,-0.00018905406005476078,-0.35242294445708056,0.037235404696846226,0.5384615384615384,0.991095672773625,61.53846153846154,0.04744685568544689,13
0.05,0.1,0.65,-0.2220254858833003,-0.03237885848570243,-0.3161991721770191,-0.2222107354078685,0.7522935779816514,0.6417884349015562,35.091743119266056,0.22478954501114634,109
0.08,0.1,0.65,-0.08091024549750658,-0.01100031578736771,-0.32227728772450903,-0.11760801882258695,0.5384615384615384,0.4293185437081363,53.15384615384615,0.03602896891161612,13
0.1,0.1,0.65,-0.08756557215605976,-0.011942177216982652,-0.32607669314776744,-0.12631160924795598,0.5,0.38679115020586,59.5,0.03788940055640122,12
0.12,0.1,0.65,-0.07673612302184629,-0.010412613741293208,-0.3247396557881643,-0.10467711381479346,0.5,0.4623522692569045,60.833333333333336,0.03889771331068197,12
0.15,0.1,0.65,-0.1040247096609187,-0.014297365238856607,-0.3364468774130105,-0.1572032525154486,0.36363636363636365,0.38747849760602737,67.72727272727273,0.0400078538688645,11
0.2,0.1,0.65,-0.09848469274851679,-0.01350046058976162,-0.3362243958549841,-0.14550550048183872,0.36363636363636365,0.42580063534112034,72.27272727272727,0.043833267550577516,11
0.05,0.1,0.7,-0.275523409901985,-0.04137462236871614,-0.35539610631285357,-0.3302402183125548,0.78,0.5806999209302337,30.81,0.19013325320352542,100
0.08,0.1,0.7,-0.319669810610018,-0.049243651358316654,-0.36438740267117586,-0.38176698752562116,0.6419753086419753,0.5672756680077072,42.876543209876544,0.2186873931790614,81
0.1,0.1,0.7,-0.2348548355611213,-0.03448596361288614,-0.3312442630597915,-0.25135044866502276,0.5714285714285714,0.6048416321693451,53.01587301587302,0.205582209005073,63
0.12,0.1,0.7,-0.2070520298916052,-0.029957451812519742,-0.2939255363919159,-0.21174450949128923,0.5737704918032787,0.6486124345984335,55.459016393442624,0.3000560363038032,61
0.15,0.1,0.7,0.0019217034662621924,0.0002517289612260498,-0.2542637675004056,0.03482633675108296,0.625,1.0266500183573026,63.5,0.02690445021142134,8
0.2,0.1,0.7,0.009421925480112447,0.0012302059359938777,-0.2562484484682982,0.051701228182466204,0.625,1.1266564802721688,67.625,0.029210939314370733,8
0.05,0.1,0.75,-0.16544826075482455,-0.02343226600675019,-0.3093129551113457,-0.21471726220520565,0.8229166666666666,0.6961932990558914,25.21875,0.14233467497836924,96
0.08,0.1,0.75,-0.15685689829192528,-0.02212010854815194,-0.2870323004912815,-0.1734933562438122,0.7162162162162162,0.7265176599599011,39.16216216216216,0.16771557235313578,74
0.1,0.1,0.75,-0.1109646557722137,-0.015301706157472839,-0.25108520755139685,-0.11254741718581654,0.6666666666666666,0.7729238426963113,46.0,0.15935830961355274,60
0.12,0.1,0.75,-0.062472917254960514,-0.008421675286607977,-0.26853650677912033,-0.03391130143498425,0.625,0.8555709710698539,53.482142857142854,0.26044820352050496,56
0.15,0.1,0.75,-0.09364253598670225,-0.012807417045482272,-0.2517160915607666,-0.05998933831249528,0.582089552238806,0.835316782397848,59.55223880597015,0.31966667853134206,67
0.2,0.1,0.75,-0.1250824972897071,-0.01736602735499393,-0.3071808455913694,-0.11126030960180223,0.5217391304347826,0.7466007695832199,67.97826086956522,0.2822201309963054,46
