Starting Capital,Ending Capital,Total Return,CAGR,Max Drawdown,Average Drawdown,Sharpe Ratio,Sortino Ratio,Capital Utilization,Maximum Concurrent Positions,Win Rate,Profit Factor,Average Trade Return,Median Trade Return,Average Holding Days,Median Holding Days,Trades Per Year,Best Trade,Worst Trade,Average MAE,Median MAE,90th percentile MAE,90th Percentile MAE Before TP,Average MFE,Median MFE,Take Profit Hit Rate,Thesis Break Exit Rate,Time Exit Rate,Median Days to TP,Percentage Never Reaching TP
100000.0,104740.89218883884,0.04740892188838841,0.006088849114305184,-0.06226046195841639,-0.026791999700599922,0.34948363516083014,0.24779939990388491,0.018995044058125868,1,0.8333333333333334,2.57430181949061,0.0712197948829465,0.1421387909728635,54.833333333333336,67.5,0.7863293864370291,0.1421387909728637,-0.2623699476406257,-0.15231488019527611,-0.1482260311201523,-0.29129614955334204,-0.21022957504346096,0.15039327055724935,0.1627490680231372,0.6666666666666666,0.0,0.3333333333333333,31.0,0.33333333333333337
