symbol,exchange,date,event_type,cash_amount,stock_ratio,rights_ratio,reference_price,adjustment_factor,source,verified
1240,TPEx,2019-08-06,STOCK_DIVIDEND,1.5,,,45.73,0.9409465020576131,TPEx bulletin/exDailyQ,True
1240,TPEx,2020-08-27,STOCK_DIVIDEND,2.0,,,55.24,0.9378607809847199,TPEx bulletin/exDailyQ,True
1240,TPEx,2021-08-31,STOCK_DIVIDEND,2.0,,,52.57,0.919055944055944,TPEx bulletin/exDailyQ,True
1240,TPEx,2022-08-03,CASH_DIVIDEND,2.0,,,44.95,0.9574014909478168,TPEx bulletin/exDailyQ,True
1240,TPEx,2022-08-23,STOCK_DIVIDEND,0.0,,,44.1,0.9524838012958964,TPEx bulletin/exDailyQ,True
1240,TPEx,2023-08-30,STOCK_DIVIDEND,1.0,,,45.05,0.9595314164004258,TPEx bulletin/exDailyQ,True
1240,TPEx,2024-08-28,STOCK_DIVIDEND,2.2,,,51.71,0.9152212389380531,TPEx bulletin/exDailyQ,True
1240,TPEx,2025-08-28,STOCK_DIVIDEND,2.7,,,58.97,0.8962006079027356,TPEx bulletin/exDailyQ,True
1240,TPEx,2026-07-15,CASH_DIVIDEND,3.0,,,55.1,0.9483648881239243,TPEx bulletin/exDailyQ,True
1258,TPEx,2018-07-27,CASH_DIVIDEND,0.5,,,29.7,0.9834437086092715,TPEx bulletin/exDailyQ,True
1259,TPEx,2018-06-26,CASH_DIVIDEND,3.5,,,76.5,0.95625,TPEx bulletin/exDailyQ,True
1259,TPEx,2019-06-25,CASH_DIVIDEND,3.0,,,69.3,0.9585062240663901,TPEx bulletin/exDailyQ,True
1259,TPEx,2020-06-23,CASH_DIVIDEND,3.2,,,67.6,0.9548022598870056,TPEx bulletin/exDailyQ,True
1259,TPEx,2021-09-14,CASH_DIVIDEND,2.989163,,,67.61,0.9576487252124647,TPEx bulletin/exDailyQ,True
1259,TPEx,2022-03-16,CASH_DIVIDEND,2.3,,,66.0,0.9663250366032211,TPEx bulletin/exDailyQ,True
1259,TPEx,2023-03-16,CASH_DIVIDEND,2.6,,,75.2,0.9665809768637533,TPEx bulletin/exDailyQ,True
1259,TPEx,2024-06-05,CASH_DIVIDEND,1.8,,,71.8,0.9755434782608696,TPEx bulletin/exDailyQ,True
1259,TPEx,2025-06-23,CASH_DIVIDEND,1.2,,,54.0,0.9782608695652173,TPEx bulletin/exDailyQ,True
1259,TPEx,2026-06-25,CASH_DIVIDEND,1.2,,,56.4,0.9791666666666666,TPEx bulletin/exDailyQ,True
1264,TPEx,2018-07-17,CASH_DIVIDEND,10.5,,,207.5,0.9518348623853211,TPEx bulletin/exDailyQ,True
1264,TPEx,2019-07-15,CASH_DIVIDEND,11.0,,,219.0,0.9521739130434783,TPEx bulletin/exDailyQ,True
1264,TPEx,2020-06-16,CASH_DIVIDEND,11.003919,,,217.0,0.9517543859649122,TPEx bulletin/exDailyQ,True
1264,TPEx,2021-08-12,STOCK_DIVIDEND,12.0,,,298.18,0.877,TPEx bulletin/exDailyQ,True
1264,TPEx,2022-06-29,CASH_DIVIDEND,12.0,,,257.0,0.9553903345724907,TPEx bulletin/exDailyQ,True
1264,TPEx,2023-07-17,CASH_DIVIDEND,12.0,,,286.5,0.9597989949748744,TPEx bulletin/exDailyQ,True
1264,TPEx,2024-07-16,CASH_DIVIDEND,14.0,,,306.0,0.95625,TPEx bulletin/exDailyQ,True
1264,TPEx,2025-07-15,CASH_DIVIDEND,14.5,,,310.0,0.9553158705701078,TPEx bulletin/exDailyQ,True
1264,TPEx,2026-07-15,CASH_DIVIDEND,15.0,,,256.5,0.9447513812154696,TPEx bulletin/exDailyQ,True
1268,TPEx,2018-07-10,STOCK_DIVIDEND,6.57525043,,,113.05,0.9191056910569105,TPEx bulletin/exDailyQ,True
1268,TPEx,2019-06-21,CASH_DIVIDEND,6.96526216,,,142.03,0.9532214765100672,TPEx bulletin/exDailyQ,True
1268,TPEx,2020-08-24,CASH_DIVIDEND,7.0,,,131.0,0.9492753623188406,TPEx bulletin/exDailyQ,True
1268,TPEx,2021-08-30,CASH_DIVIDEND,7.0,,,125.0,0.946969696969697,TPEx bulletin/exDailyQ,True
1268,TPEx,2021-11-11,STOCK_DIVIDEND,0.0,,,119.84,0.9782857142857143,TPEx bulletin/exDailyQ,True
1268,TPEx,2022-08-30,CASH_DIVIDEND,3.0,,,109.0,0.9732142857142857,TPEx bulletin/exDailyQ,True
1268,TPEx,2023-09-08,CASH_DIVIDEND,3.0,,,146.0,0.9798657718120806,TPEx bulletin/exDailyQ,True
1268,TPEx,2024-09-09,CASH_DIVIDEND,7.0,,,151.5,0.9558359621451105,TPEx bulletin/exDailyQ,True
1268,TPEx,2025-09-11,CASH_DIVIDEND,7.5,,,156.5,0.9542682926829268,TPEx bulletin/exDailyQ,True
1294,TPEx,2025-07-15,CASH_DIVIDEND,3.13,,,70.37,0.9574149659863946,TPEx bulletin/exDailyQ,True
1294,TPEx,2025-07-31,STOCK_DIVIDEND,0.0,,,74.4,0.9084249084249084,TPEx bulletin/exDailyQ,True
1294,TPEx,2026-07-03,STOCK_DIVIDEND,3.0,,,63.75,0.8018867924528302,TPEx bulletin/exDailyQ,True
1295,TPEx,2026-03-27,CASH_DIVIDEND,3.0,,,66.0,0.9565217391304348,TPEx bulletin/exDailyQ,True
1295,TPEx,2026-06-29,STOCK_DIVIDEND,0.0,,,47.02,0.9961864406779661,TPEx bulletin/exDailyQ,True
1336,TPEx,2018-08-23,CASH_DIVIDEND,0.6,,,17.0,0.9659090909090908,TPEx bulletin/exDailyQ,True
1336,TPEx,2019-08-22,CASH_DIVIDEND,0.79029458,,,14.21,0.9473333333333334,TPEx bulletin/exDailyQ,True
1336,TPEx,2020-07-15,CASH_DIVIDEND,1.2,,,15.35,0.9274924471299093,TPEx bulletin/exDailyQ,True
1336,TPEx,2021-08-11,CASH_DIVIDEND,1.5,,,22.3,0.9369747899159664,TPEx bulletin/exDailyQ,True
1336,TPEx,2022-08-02,CASH_DIVIDEND,0.4,,,20.4,0.9807692307692306,TPEx bulletin/exDailyQ,True
1336,TPEx,2023-07-10,CASH_DIVIDEND,0.41,,,23.54,0.9828810020876827,TPEx bulletin/exDailyQ,True
1336,TPEx,2024-07-04,CASH_DIVIDEND,0.41,,,20.34,0.9802409638554217,TPEx bulletin/exDailyQ,True
1336,TPEx,2025-07-10,CASH_DIVIDEND,0.945,,,18.76,0.952284263959391,TPEx bulletin/exDailyQ,True
1336,TPEx,2026-07-15,CASH_DIVIDEND,0.26,,,15.69,0.9836990595611286,TPEx bulletin/exDailyQ,True
1565,TPEx,2018-07-12,CASH_DIVIDEND,25.0,,,575.0,0.9583333333333334,TPEx bulletin/exDailyQ,True
1565,TPEx,2019-08-26,CASH_DIVIDEND,26.5,,,457.5,0.9452479338842975,TPEx bulletin/exDailyQ,True
1565,TPEx,2020-09-03,CASH_DIVIDEND,18.0,,,275.0,0.9385665529010239,TPEx bulletin/exDailyQ,True
1565,TPEx,2021-08-30,CASH_DIVIDEND,12.0,,,337.5,0.9656652360515021,TPEx bulletin/exDailyQ,True
1565,TPEx,2022-08-22,CASH_DIVIDEND,15.0,,,263.0,0.9460431654676259,TPEx bulletin/exDailyQ,True
1565,TPEx,2023-08-18,CASH_DIVIDEND,13.5,,,195.0,0.935251798561151,TPEx bulletin/exDailyQ,True
1565,TPEx,2024-08-27,CASH_DIVIDEND,7.0,,,174.5,0.9614325068870524,TPEx bulletin/exDailyQ,True
1565,TPEx,2025-08-25,CASH_DIVIDEND,9.5,,,149.0,0.9400630914826499,TPEx bulletin/exDailyQ,True
1566,TPEx,2018-06-01,STOCK_DIVIDEND,0.0,,,17.76,0.9839335180055402,TPEx bulletin/exDailyQ,True
1566,TPEx,2018-08-24,CASH_DIVIDEND,0.57652346,,,16.27,0.9655786350148367,TPEx bulletin/exDailyQ,True
1569,TPEx,2018-01-29,STOCK_DIVIDEND,0.0,,,41.93,0.9842723004694836,TPEx bulletin/exDailyQ,True
1569,TPEx,2018-09-18,CASH_DIVIDEND,0.6,,,16.3,0.9644970414201185,TPEx bulletin/exDailyQ,True
1569,TPEx,2019-09-19,CASH_DIVIDEND,0.25,,,22.85,0.9891774891774892,TPEx bulletin/exDailyQ,True
1569,TPEx,2020-09-01,CASH_DIVIDEND,0.29296,,,32.46,0.991145038167939,TPEx bulletin/exDailyQ,True
1569,TPEx,2021-10-04,CASH_DIVIDEND,1.498487,,,24.45,0.9421965317919075,TPEx bulletin/exDailyQ,True
1569,TPEx,2022-08-11,CASH_DIVIDEND,1.6,,,25.8,0.9416058394160585,TPEx bulletin/exDailyQ,True
1569,TPEx,2023-08-21,CASH_DIVIDEND,2.0,,,22.4,0.9180327868852459,TPEx bulletin/exDailyQ,True
1569,TPEx,2024-08-19,CASH_DIVIDEND,1.0,,,26.15,0.9631675874769797,TPEx bulletin/exDailyQ,True
1570,TPEx,2018-07-05,CASH_DIVIDEND,0.8,,,13.1,0.9424460431654675,TPEx bulletin/exDailyQ,True
1570,TPEx,2019-07-04,CASH_DIVIDEND,0.8,,,13.05,0.9422382671480145,TPEx bulletin/exDailyQ,True
1570,TPEx,2020-07-02,CASH_DIVIDEND,0.8,,,13.4,0.943661971830986,TPEx bulletin/exDailyQ,True
1570,TPEx,2021-08-16,CASH_DIVIDEND,0.8,,,17.3,0.9558011049723757,TPEx bulletin/exDailyQ,True
1570,TPEx,2022-06-30,CASH_DIVIDEND,1.0,,,17.2,0.945054945054945,TPEx bulletin/exDailyQ,True
1570,TPEx,2023-06-29,CASH_DIVIDEND,1.0,,,18.5,0.9487179487179487,TPEx bulletin/exDailyQ,True
1570,TPEx,2024-07-04,CASH_DIVIDEND,1.0,,,30.85,0.9686028257456829,TPEx bulletin/exDailyQ,True
1570,TPEx,2025-07-30,CASH_DIVIDEND,1.3,,,22.6,0.9456066945606696,TPEx bulletin/exDailyQ,True
1570,TPEx,2026-06-26,CASH_DIVIDEND,1.0,,,39.2,0.9751243781094527,TPEx bulletin/exDailyQ,True
1580,TPEx,2018-07-02,CASH_DIVIDEND,8.0,,,144.5,0.9475409836065574,TPEx bulletin/exDailyQ,True
1580,TPEx,2018-07-16,STOCK_DIVIDEND,0.0,,,138.16,0.9661538461538461,TPEx bulletin/exDailyQ,True
1580,TPEx,2019-07-10,CASH_DIVIDEND,6.5,,,106.5,0.9424778761061947,TPEx bulletin/exDailyQ,True
1580,TPEx,2020-07-09,CASH_DIVIDEND,5.0,,,83.4,0.9434389140271493,TPEx bulletin/exDailyQ,True
1580,TPEx,2021-08-31,CASH_DIVIDEND,6.79,,,102.71,0.9379908675799086,TPEx bulletin/exDailyQ,True
1580,TPEx,2022-06-27,CASH_DIVIDEND,7.0,,,91.2,0.9287169042769857,TPEx bulletin/exDailyQ,True
1580,TPEx,2023-07-07,CASH_DIVIDEND,6.0,,,122.0,0.953125,TPEx bulletin/exDailyQ,True
1580,TPEx,2024-07-04,CASH_DIVIDEND,9.0,,,151.0,0.94375,TPEx bulletin/exDailyQ,True
1580,TPEx,2025-08-14,CASH_DIVIDEND,9.162528,,,138.84,0.9381081081081082,TPEx bulletin/exDailyQ,True
1580,TPEx,2026-07-14,CASH_DIVIDEND,8.5,,,115.0,0.9311740890688259,TPEx bulletin/exDailyQ,True
1584,TPEx,2022-06-14,CASH_DIVIDEND,0.2,,,21.0,0.9905660377358491,TPEx bulletin/exDailyQ,True
1584,TPEx,2022-08-19,STOCK_DIVIDEND,0.0,,,21.45,0.9618834080717488,TPEx bulletin/exDailyQ,True
1584,TPEx,2023-06-13,CASH_DIVIDEND,0.7,,,36.45,0.9811574697173622,TPEx bulletin/exDailyQ,True
1584,TPEx,2023-07-19,STOCK_DIVIDEND,0.0,,,35.55,0.9608108108108108,TPEx bulletin/exDailyQ,True
1584,TPEx,2024-06-17,CASH_DIVIDEND,1.5,,,33.5,0.9571428571428572,TPEx bulletin/exDailyQ,True
1584,TPEx,2024-10-24,STOCK_DIVIDEND,0.0,,,34.57,0.9849002849002849,TPEx bulletin/exDailyQ,True
1584,TPEx,2025-06-12,CASH_DIVIDEND,0.7,,,25.1,0.9728682170542636,TPEx bulletin/exDailyQ,True
1584,TPEx,2026-06-22,CASH_DIVIDEND,0.258355,,,19.39,0.9867684478371502,TPEx bulletin/exDailyQ,True
1586,TPEx,2018-08-08,STOCK_DIVIDEND,0.20064114,,,38.66,0.984968152866242,TPEx bulletin/exDailyQ,True
1586,TPEx,2019-08-23,STOCK_DIVIDEND,0.5,,,31.24,0.9381381381381382,TPEx bulletin/exDailyQ,True
1586,TPEx,2020-09-24,STOCK_DIVIDEND,0.06118,,,41.32,0.9520737327188941,TPEx bulletin/exDailyQ,True
1586,TPEx,2021-09-29,STOCK_DIVIDEND,0.800697,,,38.43,0.96075,TPEx bulletin/exDailyQ,True
1586,TPEx,2022-09-01,CASH_DIVIDEND,0.658771,,,38.09,0.982967741935484,TPEx bulletin/exDailyQ,True
1586,TPEx,2023-10-02,STOCK_DIVIDEND,0.2,,,33.33,0.989020771513353,TPEx bulletin/exDailyQ,True
1586,TPEx,2024-11-11,STOCK_DIVIDEND,0.100255,,,32.45,0.993874425727412,TPEx bulletin/exDailyQ,True
1586,TPEx,2025-10-09,CASH_DIVIDEND,0.3,,,26.75,0.988909426987061,TPEx bulletin/exDailyQ,True
1586,TPEx,2026-06-18,STOCK_DIVIDEND,0.0,,,20.57,0.9612149532710281,TPEx bulletin/exDailyQ,True
1591,TPEx,2019-07-16,CASH_DIVIDEND,1.0,,,32.65,0.9702823179791976,TPEx bulletin/exDailyQ,True
1591,TPEx,2020-07-16,CASH_DIVIDEND,0.5,,,21.7,0.9774774774774775,TPEx bulletin/exDailyQ,True
1591,TPEx,2021-07-22,CASH_DIVIDEND,0.5,,,16.05,0.9697885196374623,TPEx bulletin/exDailyQ,True
1591,TPEx,2022-08-26,CASH_DIVIDEND,0.5,,,19.7,0.9752475247524752,TPEx bulletin/exDailyQ,True
1591,TPEx,2022-09-13,STOCK_DIVIDEND,0.0,,,17.1,0.9526462395543177,TPEx bulletin/exDailyQ,True
1591,TPEx,2023-06-15,CASH_DIVIDEND,0.5,,,32.95,0.9850523168908819,TPEx bulletin/exDailyQ,True
1593,TPEx,2018-07-09,CASH_DIVIDEND,3.23861861,,,42.26,0.9287912087912088,TPEx bulletin/exDailyQ,True
1593,TPEx,2019-07-08,CASH_DIVIDEND,4.0,,,54.7,0.9318568994889268,TPEx bulletin/exDailyQ,True
1593,TPEx,2020-07-08,CASH_DIVIDEND,3.2,,,67.3,0.9546099290780141,TPEx bulletin/exDailyQ,True
1593,TPEx,2020-11-05,STOCK_DIVIDEND,0.0,,,60.63,0.9890701468189235,TPEx bulletin/exDailyQ,True
1593,TPEx,2021-08-03,CASH_DIVIDEND,3.58392,,,108.42,0.9680357142857143,TPEx bulletin/exDailyQ,True
1593,TPEx,2022-09-13,CASH_DIVIDEND,3.59585,,,67.2,0.9491525423728814,TPEx bulletin/exDailyQ,True
1593,TPEx,2023-08-10,STOCK_DIVIDEND,2.583735,,,69.66,0.9117801047120417,TPEx bulletin/exDailyQ,True
1593,TPEx,2024-06-17,CASH_DIVIDEND,1.6,,,40.95,0.9623971797884843,TPEx bulletin/exDailyQ,True
1593,TPEx,2025-06-17,CASH_DIVIDEND,1.6,,,27.95,0.9458544839255498,TPEx bulletin/exDailyQ,True
1593,TPEx,2026-06-17,CASH_DIVIDEND,2.0,,,30.25,0.937984496124031,TPEx bulletin/exDailyQ,True
1595,TPEx,2018-07-03,CASH_DIVIDEND,4.0,,,58.1,0.9355877616747182,TPEx bulletin/exDailyQ,True
1595,TPEx,2019-07-08,CASH_DIVIDEND,2.5,,,39.7,0.9407582938388626,TPEx bulletin/exDailyQ,True
1595,TPEx,2020-07-08,CASH_DIVIDEND,1.25,,,35.4,0.965893587994543,TPEx bulletin/exDailyQ,True
1595,TPEx,2021-07-23,CASH_DIVIDEND,0.5,,,35.75,0.9862068965517241,TPEx bulletin/exDailyQ,True
1595,TPEx,2022-07-04,CASH_DIVIDEND,2.0,,,34.85,0.9457259158751696,TPEx bulletin/exDailyQ,True
1595,TPEx,2023-07-05,CASH_DIVIDEND,2.026,,,38.37,0.9497524752475247,TPEx bulletin/exDailyQ,True
1595,TPEx,2024-07-09,CASH_DIVIDEND,0.998136,,,41.25,0.9763313609467456,TPEx bulletin/exDailyQ,True
1595,TPEx,2025-07-10,CASH_DIVIDEND,0.501004,,,30.2,0.9837133550488599,TPEx bulletin/exDailyQ,True
1597,TPEx,2018-07-30,STOCK_DIVIDEND,1.0,,,131.6,0.795166163141994,TPEx bulletin/exDailyQ,True
1597,TPEx,2019-08-26,STOCK_DIVIDEND,1.0,,,84.09,0.8993582887700535,TPEx bulletin/exDailyQ,True
1597,TPEx,2020-08-24,CASH_DIVIDEND,1.0,,,72.0,0.9863013698630136,TPEx bulletin/exDailyQ,True
1599,TPEx,2018-08-28,CASH_DIVIDEND,1.01299621,,,33.59,0.9708092485549134,TPEx bulletin/exDailyQ,True
1599,TPEx,2019-08-29,STOCK_DIVIDEND,1.0,,,36.67,0.8148888888888889,TPEx bulletin/exDailyQ,True
1599,TPEx,2020-09-01,STOCK_DIVIDEND,0.518368,,,32.64,0.9365853658536585,TPEx bulletin/exDailyQ,True
1599,TPEx,2021-09-17,CASH_DIVIDEND,2.04108,,,39.51,0.9509025270758122,TPEx bulletin/exDailyQ,True
1599,TPEx,2022-09-20,CASH_DIVIDEND,3.0,,,47.6,0.9407114624505929,TPEx bulletin/exDailyQ,True
1599,TPEx,2023-09-13,CASH_DIVIDEND,1.5,,,36.0,0.96,TPEx bulletin/exDailyQ,True
1599,TPEx,2025-09-23,CASH_DIVIDEND,0.506942,,,29.64,0.9830845771144279,TPEx bulletin/exDailyQ,True
1742,TPEx,2018-03-13,CAPITAL_REDUCTION,,,,15.26,1.5603271983640083,TPEx bulletin/revivt,True
1742,TPEx,2022-10-13,STOCK_DIVIDEND,0.1985,,,16.32,0.8612137203166227,TPEx bulletin/exDailyQ,True
1752,TPEx,2018-08-23,CASH_DIVIDEND,1.6,,,33.4,0.9542857142857143,TPEx bulletin/exDailyQ,True
1752,TPEx,2019-07-18,CASH_DIVIDEND,1.2,,,29.5,0.9609120521172638,TPEx bulletin/exDailyQ,True
1752,TPEx,2020-07-07,CASH_DIVIDEND,1.7,,,52.4,0.9685767097966728,TPEx bulletin/exDailyQ,True
1752,TPEx,2021-08-24,CASH_DIVIDEND,1.6,,,36.3,0.9577836411609498,TPEx bulletin/exDailyQ,True
1777,TPEx,2018-07-26,CASH_DIVIDEND,1.75,,,77.05,0.9777918781725888,TPEx bulletin/exDailyQ,True
1777,TPEx,2019-07-25,CASH_DIVIDEND,3.3,,,76.5,0.9586466165413534,TPEx bulletin/exDailyQ,True
1777,TPEx,2020-07-23,CASH_DIVIDEND,3.5,,,83.0,0.9595375722543352,TPEx bulletin/exDailyQ,True
1777,TPEx,2021-09-16,CASH_DIVIDEND,4.0,,,69.3,0.9454297407912687,TPEx bulletin/exDailyQ,True
1777,TPEx,2021-11-16,STOCK_DIVIDEND,0.0,,,68.55,0.9600840336134453,TPEx bulletin/exDailyQ,True
1777,TPEx,2022-07-21,CASH_DIVIDEND,1.93148,,,64.57,0.9709774436090225,TPEx bulletin/exDailyQ,True
1777,TPEx,2023-07-21,CASH_DIVIDEND,3.0,,,85.0,0.9659090909090909,TPEx bulletin/exDailyQ,True
1777,TPEx,2024-07-19,CASH_DIVIDEND,3.5,,,100.5,0.9663461538461539,TPEx bulletin/exDailyQ,True
1777,TPEx,2025-07-21,CASH_DIVIDEND,5.3,,,80.1,0.9379391100702574,TPEx bulletin/exDailyQ,True
1777,TPEx,2026-07-16,CASH_DIVIDEND,4.0,,,71.3,0.9468791500664011,TPEx bulletin/exDailyQ,True
1784,TPEx,2019-08-28,CASH_DIVIDEND,0.28052222,,,41.87,0.9933570581257414,TPEx bulletin/exDailyQ,True
1784,TPEx,2020-07-06,CASH_DIVIDEND,0.125115,,,40.67,0.9968137254901962,TPEx bulletin/exDailyQ,True
1784,TPEx,2021-08-02,CASH_DIVIDEND,0.184714,,,45.22,0.9960352422907489,TPEx bulletin/exDailyQ,True
1784,TPEx,2022-09-05,CASH_DIVIDEND,0.485798,,,42.56,0.9886178861788619,TPEx bulletin/exDailyQ,True
1784,TPEx,2023-08-31,CASH_DIVIDEND,0.696495,,,63.6,0.9891135303265941,TPEx bulletin/exDailyQ,True
1784,TPEx,2024-09-19,STOCK_DIVIDEND,0.709238,,,108.12,0.928068669527897,TPEx bulletin/exDailyQ,True
1784,TPEx,2025-10-03,CASH_DIVIDEND,1.416294,,,81.28,0.9828295042321644,TPEx bulletin/exDailyQ,True
1785,TPEx,2019-03-12,STOCK_DIVIDEND,0.0,,,18.56,0.9978494623655912,TPEx bulletin/exDailyQ,True
1785,TPEx,2020-08-13,CASH_DIVIDEND,1.0,,,40.7,0.9760191846522782,TPEx bulletin/exDailyQ,True
1785,TPEx,2021-01-05,STOCK_DIVIDEND,0.0,,,43.75,0.9679203539823008,TPEx bulletin/exDailyQ,True
1785,TPEx,2021-08-26,CASH_DIVIDEND,1.2,,,46.75,0.9749739311783107,TPEx bulletin/exDailyQ,True
1785,TPEx,2022-07-27,CASH_DIVIDEND,1.490564,,,37.51,0.9617948717948718,TPEx bulletin/exDailyQ,True
1785,TPEx,2023-07-19,CASH_DIVIDEND,1.500616,,,36.7,0.9607329842931938,TPEx bulletin/exDailyQ,True
1785,TPEx,2024-07-18,CASH_DIVIDEND,1.200134,,,70.3,0.9832167832167832,TPEx bulletin/exDailyQ,True
1785,TPEx,2025-07-21,CASH_DIVIDEND,2.000164,,,52.4,0.9632352941176471,TPEx bulletin/exDailyQ,True
1785,TPEx,2026-07-16,CASH_DIVIDEND,2.000099,,,119.0,0.9834710743801653,TPEx bulletin/exDailyQ,True
1787,TPEx,2018-07-16,CASH_DIVIDEND,1.5,,,23.5,0.94,TPEx bulletin/exDailyQ,True
1787,TPEx,2019-07-05,CASH_DIVIDEND,1.25,,,25.95,0.9540441176470589,TPEx bulletin/exDailyQ,True
1788,TPEx,2018-07-09,CASH_DIVIDEND,6.0,,,99.0,0.9428571428571428,TPEx bulletin/exDailyQ,True
1788,TPEx,2019-04-19,STOCK_DIVIDEND,0.0,,,106.87,0.994139534883721,TPEx bulletin/exDailyQ,True
1788,TPEx,2019-07-29,CASH_DIVIDEND,6.0,,,104.0,0.9454545454545454,TPEx bulletin/exDailyQ,True
1788,TPEx,2020-07-13,CASH_DIVIDEND,5.998998,,,111.0,0.9487179487179487,TPEx bulletin/exDailyQ,True
1788,TPEx,2021-08-02,CASH_DIVIDEND,6.770779,,,133.23,0.9516428571428571,TPEx bulletin/exDailyQ,True
1788,TPEx,2022-07-19,CASH_DIVIDEND,7.0,,,151.5,0.9558359621451105,TPEx bulletin/exDailyQ,True
1788,TPEx,2023-02-15,STOCK_DIVIDEND,0.0,,,144.57,0.9868259385665529,TPEx bulletin/exDailyQ,True
1788,TPEx,2023-07-03,CASH_DIVIDEND,7.0,,,140.0,0.9523809523809523,TPEx bulletin/exDailyQ,True
1788,TPEx,2024-06-14,CASH_DIVIDEND,7.0,,,139.5,0.9522184300341296,TPEx bulletin/exDailyQ,True
1788,TPEx,2025-06-23,CASH_DIVIDEND,7.0,,,136.5,0.9512195121951219,TPEx bulletin/exDailyQ,True
1788,TPEx,2026-06-16,CASH_DIVIDEND,7.0,,,129.0,0.9485294117647058,TPEx bulletin/exDailyQ,True
1796,TPEx,2018-07-03,CASH_DIVIDEND,1.0,,,50.5,0.9805825242718447,TPEx bulletin/exDailyQ,True
1796,TPEx,2019-07-18,CASH_DIVIDEND,0.49883361,,,30.85,0.9840510366826156,TPEx bulletin/exDailyQ,True
1796,TPEx,2021-07-22,CASH_DIVIDEND,0.083061,,,33.77,0.9976366322008863,TPEx bulletin/exDailyQ,True
1796,TPEx,2022-06-23,CASH_DIVIDEND,1.0,,,40.2,0.9757281553398058,TPEx bulletin/exDailyQ,True
1796,TPEx,2023-06-29,CASH_DIVIDEND,1.5,,,105.5,0.985981308411215,TPEx bulletin/exDailyQ,True
1796,TPEx,2024-07-10,CASH_DIVIDEND,2.0,,,62.0,0.96875,TPEx bulletin/exDailyQ,True
1796,TPEx,2026-07-14,CASH_DIVIDEND,0.7,,,32.3,0.9787878787878787,TPEx bulletin/exDailyQ,True
1799,TPEx,2022-10-11,CAPITAL_REDUCTION,,,,15.0,1.4285714285714286,TPEx bulletin/revivt,True
1799,TPEx,2024-01-10,STOCK_DIVIDEND,0.0,,,38.72,0.9864968152866241,TPEx bulletin/exDailyQ,True
1813,TPEx,2018-06-14,CASH_DIVIDEND,1.0,,,19.05,0.9501246882793017,TPEx bulletin/exDailyQ,True
1813,TPEx,2019-07-09,CASH_DIVIDEND,2.0,,,27.15,0.9313893653516295,TPEx bulletin/exDailyQ,True
1813,TPEx,2020-07-29,CASH_DIVIDEND,1.0,,,20.6,0.9537037037037037,TPEx bulletin/exDailyQ,True
1813,TPEx,2022-08-03,CASH_DIVIDEND,0.5,,,19.0,0.9743589743589743,TPEx bulletin/exDailyQ,True
1813,TPEx,2023-08-03,CASH_DIVIDEND,0.5,,,19.1,0.9744897959183674,TPEx bulletin/exDailyQ,True
1813,TPEx,2024-08-01,CASH_DIVIDEND,0.5,,,20.15,0.9757869249394673,TPEx bulletin/exDailyQ,True
1815,TPEx,2018-07-27,CASH_DIVIDEND,0.65,,,17.8,0.964769647696477,TPEx bulletin/exDailyQ,True
1815,TPEx,2019-09-03,STOCK_DIVIDEND,0.5,,,14.5,0.957095709570957,TPEx bulletin/exDailyQ,True
1815,TPEx,2022-08-09,STOCK_DIVIDEND,0.599937,,,12.14,0.9267175572519085,TPEx bulletin/exDailyQ,True
1815,TPEx,2023-08-25,STOCK_DIVIDEND,0.099998,,,13.04,0.9731343283582089,TPEx bulletin/exDailyQ,True
1815,TPEx,2024-10-23,STOCK_DIVIDEND,0.0,,,22.56,0.9808695652173912,TPEx bulletin/exDailyQ,True
1815,TPEx,2025-11-27,STOCK_DIVIDEND,0.0,,,75.96,0.9852140077821011,TPEx bulletin/exDailyQ,True
2061,TPEx,2018-10-22,CAPITAL_REDUCTION,,,,10.16,1.000985221674877,TPEx bulletin/revivt,True
2061,TPEx,2021-01-18,CAPITAL_REDUCTION,,,,15.56,1.0768166089965399,TPEx bulletin/revivt,True
2061,TPEx,2022-07-12,CASH_DIVIDEND,1.0,,,17.85,0.946949602122016,TPEx bulletin/exDailyQ,True
2061,TPEx,2024-10-29,STOCK_DIVIDEND,0.0,,,20.54,0.9804295942720763,TPEx bulletin/exDailyQ,True
2063,TPEx,2018-06-15,CASH_DIVIDEND,2.5,,,37.3,0.9371859296482412,TPEx bulletin/exDailyQ,True
2063,TPEx,2019-06-18,CASH_DIVIDEND,3.0,,,38.1,0.927007299270073,TPEx bulletin/exDailyQ,True
2063,TPEx,2020-04-09,CASH_DIVIDEND,2.5,,,33.35,0.9302649930264993,TPEx bulletin/exDailyQ,True
2063,TPEx,2021-03-31,CASH_DIVIDEND,2.0,,,33.65,0.9438990182328191,TPEx bulletin/exDailyQ,True
2063,TPEx,2021-12-09,CASH_DIVIDEND,1.0,,,36.2,0.9731182795698925,TPEx bulletin/exDailyQ,True
2063,TPEx,2022-03-31,CASH_DIVIDEND,2.0,,,36.2,0.9476439790575917,TPEx bulletin/exDailyQ,True
2063,TPEx,2022-12-15,CASH_DIVIDEND,1.5,,,38.35,0.9623588456712673,TPEx bulletin/exDailyQ,True
2063,TPEx,2023-03-29,CASH_DIVIDEND,1.5,,,43.2,0.9664429530201343,TPEx bulletin/exDailyQ,True
