raw_possible_rows,excluded_pre_listing,excluded_post_delisting,excluded_non_sessions,excluded_suspended,excluded_no_trade,required_symbol_days,available_symbol_days,coverage
4445700,564090,174159,0,3781,37319,3704036,3674550,0.9920394942165789
