endpoint,source_tier,download_timestamp,checksum,http_status,row_count,cache_path,error
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:23.370942831+00:00,4297e05d03b9fa661b8bfaef6758930da3f616411e46eec91f48cbdf408bf0b6,200,15,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\84f3ccb111568fae2748dfc075d89b008d93c0cccd9f3f8f673503452f327265.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:23.794760704+00:00,4ea0e755b9f8428e49c17345c6d45ac31454a1e0a851e2fa0258f58795aa3adf,200,5,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\458df15e12627a15348f7ffed9b36f832dae484ed0a201a4885b45da12ce4801.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:24.416570663+00:00,a20a16669eaabb6da08a434a334f40c8c1de4e219947ec4bddee29af7389ed9e,200,19,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\09ecea4c036bb37d0b576d6e640530e1803ca4b7f1d6e9431570f7e9153790c0.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:25.062776327+00:00,6e022b82f203a9cd61b1a10b1c5ac1943240a090d3c4aaa8b5d3621771681159,200,29,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\850782a077669221072121e3548076143e1bb5989cbd6dd8a236d730642ae332.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:25.452702999+00:00,46f62daa4da111df8a23a7220e91d5613ad3b9dbad8b1375a001791fb870da5b,200,16,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\fca2ff160766d6dd3000354584f247f6748b904e2af95103645ab30f5d0de8c8.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:26.002619982+00:00,55e68b662b89fba917bb8f21ce70919c74b9f2de69cdde823d27602e40816cf6,200,70,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\28b6e920630731c6642d42851cc07a104271589dd5b79b0dd0697b9d22a054f9.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:27.254543781+00:00,79ee9e2ea94a97e809c453b61ba7f740ac905d5ac3b21eeacaedb5a57807b598,200,210,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\87e86077c3bfc5f1a6daff9e0e85bf24f1c7345fba4f243f24c9268aba7c5c93.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:28.709161520+00:00,d8c87d7ce5d2b3ce73473ce45faa8efc6b4b06eaa45c1a661a1d99b7b681728b,200,353,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\c2090f1de99acf6ac42509394edce7653b7f01a3c553ede75e67f853ad563b0d.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:30.159227610+00:00,aea00d898b4565b915e57515c1bf5b6f7bd2735f79bb4d8fc8f40a9f5c9d3821,200,161,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\dff6534871169bfe6394e06c86376f02f13cf79c3b4597919ec6c64165f15fe5.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T08:55:30.626384020+00:00,0b148c1509eff2a020c3032fb7416bdf4ba4bab0e16c7310f11c147abc96750a,200,42,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\15aabb7d5a43637717850b2aca82d4a8084abe0d701b112261def359fb978028.json,
https://wwwc.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T09:02:32.117952+00:00,,200,0,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\3a8117ee5f372e977bada1389624fcf46a70da43f422ec9421cec4640c55bc22.json,"ConnectionError:('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
https://www.twse.com.tw/rwd/zh/exRight/TWT49U,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T09:02:33.325359+00:00,40c96b400649dfa16c89d0c7b57c0b50997272af26d7511b96fae13598a3c869,307,0,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\ba7b4d121f96857d2a104da277a8122547d866c8b531706fb086576026d38419.json,PARSE_ERROR:JSONDecodeError:Expecting value: line 1 column 1 (char 0)
https://wwwc.twse.com.tw/rwd/zh/afterTrading/MI_INDEX,SOURCE_TIER_1_EXCHANGE_OPENAPI,2026-08-21T09:04:59.400883+00:00,,200,0,C:\Users\Administrator\OneDrive\Desktop\auto trading\tw-mean-reversion-trader\data\cache\fallback\8f8a96de83d7a9e4efa7a5d5dcdc3e1ca702d625f160715a444b24330a7048df.json,"ConnectionError:('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
