symbol,exchange,first_seen,last_seen,trading_days,source,universe_reason,data_status
4166,TPEx,2025-08-21,2026-08-19,241,TPEx STK_WN1430,observed in official daily market table,READY
4167,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4168,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4171,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
4173,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4174,TPEx,2018-01-02,2026-08-19,2090,TPEx STK_WN1430,observed in official daily market table,READY
4175,TPEx,2018-01-02,2026-08-19,2076,TPEx STK_WN1430,observed in official daily market table,READY
4180,TPEx,2018-01-02,2019-07-29,380,TPEx STK_WN1430,observed in official daily market table,READY
4183,TPEx,2018-01-02,2026-08-19,1880,TPEx STK_WN1430,observed in official daily market table,READY
4188,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4192,TPEx,2018-01-02,2026-08-18,2005,TPEx STK_WN1430,observed in official daily market table,READY
4198,TPEx,2018-01-02,2026-08-18,1946,TPEx STK_WN1430,observed in official daily market table,READY
4205,TPEx,2018-01-02,2026-08-19,2085,TPEx STK_WN1430,observed in official daily market table,READY
4207,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4303,TPEx,2018-01-02,2026-08-19,2087,TPEx STK_WN1430,observed in official daily market table,READY
4304,TPEx,2018-01-02,2026-08-19,1890,TPEx STK_WN1430,observed in official daily market table,READY
4305,TPEx,2018-01-02,2026-08-19,1788,TPEx STK_WN1430,observed in official daily market table,READY
4401,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4402,TPEx,2018-01-02,2026-08-19,2029,TPEx STK_WN1430,observed in official daily market table,READY
4406,TPEx,2018-01-02,2026-08-19,1914,TPEx STK_WN1430,observed in official daily market table,READY
4413,TPEx,2018-01-02,2026-08-19,1852,TPEx STK_WN1430,observed in official daily market table,READY
4415,TPEx,2018-11-02,2019-12-13,159,TPEx STK_WN1430,observed in official daily market table,READY
4416,TPEx,2018-01-02,2026-08-19,1747,TPEx STK_WN1430,observed in official daily market table,READY
4417,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4419,TPEx,2018-01-04,2026-08-19,1310,TPEx STK_WN1430,observed in official daily market table,READY
4420,TPEx,2018-01-02,2026-08-19,2065,TPEx STK_WN1430,observed in official daily market table,READY
4429,TPEx,2018-01-02,2022-05-24,854,TPEx STK_WN1430,observed in official daily market table,READY
4430,TPEx,2018-01-02,2026-08-19,2076,TPEx STK_WN1430,observed in official daily market table,READY
4432,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4433,TPEx,2018-01-02,2026-08-19,2078,TPEx STK_WN1430,observed in official daily market table,READY
4442,TPEx,2023-11-29,2026-08-19,657,TPEx STK_WN1430,observed in official daily market table,READY
4502,TPEx,2018-01-02,2026-08-19,2071,TPEx STK_WN1430,observed in official daily market table,READY
4503,TPEx,2018-01-02,2026-08-19,2089,TPEx STK_WN1430,observed in official daily market table,READY
4506,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
4510,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4513,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4523,TPEx,2018-01-02,2026-08-19,2072,TPEx STK_WN1430,observed in official daily market table,READY
4527,TPEx,2018-01-02,2026-08-19,2087,TPEx STK_WN1430,observed in official daily market table,READY
4528,TPEx,2018-01-02,2026-08-19,2086,TPEx STK_WN1430,observed in official daily market table,READY
4529,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
4530,TPEx,2018-01-02,2026-08-19,2028,TPEx STK_WN1430,observed in official daily market table,READY
4533,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4534,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4535,TPEx,2018-01-02,2026-08-19,2032,TPEx STK_WN1430,observed in official daily market table,READY
4538,TPEx,2019-01-15,2026-08-19,1814,TPEx STK_WN1430,observed in official daily market table,READY
4541,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4542,TPEx,2018-01-02,2026-08-19,1969,TPEx STK_WN1430,observed in official daily market table,READY
4543,TPEx,2018-01-02,2026-08-19,2065,TPEx STK_WN1430,observed in official daily market table,READY
4549,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
4550,TPEx,2018-01-02,2026-08-19,2072,TPEx STK_WN1430,observed in official daily market table,READY
4554,TPEx,2018-01-02,2026-08-19,2074,TPEx STK_WN1430,observed in official daily market table,READY
4556,TPEx,2018-01-02,2026-08-19,1861,TPEx STK_WN1430,observed in official daily market table,READY
4558,TPEx,2022-03-17,2026-08-19,1071,TPEx STK_WN1430,observed in official daily market table,READY
4561,TPEx,2018-06-11,2026-08-19,1988,TPEx STK_WN1430,observed in official daily market table,READY
4563,TPEx,2018-07-12,2026-08-19,1955,TPEx STK_WN1430,observed in official daily market table,READY
4568,TPEx,2018-10-03,2026-08-19,1822,TPEx STK_WN1430,observed in official daily market table,READY
4577,TPEx,2022-06-14,2026-08-19,1014,TPEx STK_WN1430,observed in official daily market table,READY
4580,TPEx,2020-01-06,2026-08-19,1607,TPEx STK_WN1430,observed in official daily market table,READY
4584,TPEx,2022-10-05,2026-08-19,859,TPEx STK_WN1430,observed in official daily market table,READY
4609,TPEx,2018-01-03,2026-08-19,1870,TPEx STK_WN1430,observed in official daily market table,READY
4702,TPEx,2018-01-02,2026-08-19,2084,TPEx STK_WN1430,observed in official daily market table,READY
4706,TPEx,2018-01-02,2026-08-19,2015,TPEx STK_WN1430,observed in official daily market table,READY
4707,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4711,TPEx,2018-01-02,2026-08-19,2060,TPEx STK_WN1430,observed in official daily market table,READY
4712,TPEx,2018-01-02,2024-02-05,1304,TPEx STK_WN1430,observed in official daily market table,READY
4714,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4716,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4721,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4726,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4728,TPEx,2018-01-02,2026-08-19,2069,TPEx STK_WN1430,observed in official daily market table,READY
4729,TPEx,2018-01-02,2026-08-19,2086,TPEx STK_WN1430,observed in official daily market table,READY
4735,TPEx,2018-01-02,2026-08-19,2089,TPEx STK_WN1430,observed in official daily market table,READY
4741,TPEx,2018-01-02,2026-08-19,2043,TPEx STK_WN1430,observed in official daily market table,READY
4743,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
4744,TPEx,2018-07-12,2026-08-19,1969,TPEx STK_WN1430,observed in official daily market table,READY
4745,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
4747,TPEx,2018-01-02,2026-08-19,2008,TPEx STK_WN1430,observed in official daily market table,READY
4749,TPEx,2025-01-17,2026-08-19,383,TPEx STK_WN1430,observed in official daily market table,READY
4754,TPEx,2018-01-02,2026-08-19,2034,TPEx STK_WN1430,observed in official daily market table,READY
4760,TPEx,2019-03-21,2026-08-19,1803,TPEx STK_WN1430,observed in official daily market table,READY
4767,TPEx,2018-10-29,2026-08-19,1719,TPEx STK_WN1430,observed in official daily market table,READY
4768,TPEx,2022-04-13,2026-08-19,1059,TPEx STK_WN1430,observed in official daily market table,READY
4772,TPEx,2024-09-20,2026-08-19,462,TPEx STK_WN1430,observed in official daily market table,READY
4803,TPEx,2018-01-02,2021-12-15,963,TPEx STK_WN1430,observed in official daily market table,READY
4804,TPEx,2018-01-02,2026-04-13,1883,TPEx STK_WN1430,observed in official daily market table,READY
4806,TPEx,2018-01-02,2026-08-19,1871,TPEx STK_WN1430,observed in official daily market table,READY
4903,TPEx,2018-01-02,2026-08-19,2089,TPEx STK_WN1430,observed in official daily market table,READY
4905,TPEx,2018-01-02,2026-08-19,1875,TPEx STK_WN1430,observed in official daily market table,READY
4907,TPEx,2018-01-02,2026-08-19,2087,TPEx STK_WN1430,observed in official daily market table,READY
4908,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4909,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4911,TPEx,2018-01-02,2026-08-19,2083,TPEx STK_WN1430,observed in official daily market table,READY
4923,TPEx,2022-03-14,2026-08-19,1079,TPEx STK_WN1430,observed in official daily market table,READY
4924,TPEx,2018-01-02,2026-08-19,2077,TPEx STK_WN1430,observed in official daily market table,READY
4931,TPEx,2019-09-17,2026-08-19,1682,TPEx STK_WN1430,observed in official daily market table,READY
4933,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4939,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4944,TPEx,2018-01-02,2023-10-25,1368,TPEx STK_WN1430,observed in official daily market table,READY
4945,TPEx,2020-11-20,2025-09-01,1160,TPEx STK_WN1430,observed in official daily market table,READY
4946,TPEx,2018-01-02,2026-08-19,2066,TPEx STK_WN1430,observed in official daily market table,READY
4947,TPEx,2018-01-02,2020-05-20,574,TPEx STK_WN1430,observed in official daily market table,READY
4950,TPEx,2018-01-02,2026-08-19,1764,TPEx STK_WN1430,observed in official daily market table,READY
4951,TPEx,2022-11-03,2026-08-19,917,TPEx STK_WN1430,observed in official daily market table,READY
4953,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4965,TPEx,2018-01-02,2018-06-21,107,TPEx STK_WN1430,observed in official daily market table,EXCLUDE_INSUFFICIENT_HISTORY
4966,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4971,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
4972,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
4973,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4974,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4979,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4987,TPEx,2018-01-02,2026-05-20,2004,TPEx STK_WN1430,observed in official daily market table,READY
4991,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
4995,TPEx,2018-01-02,2026-08-19,2084,TPEx STK_WN1430,observed in official daily market table,READY
5009,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
5011,TPEx,2018-01-03,2026-08-19,2008,TPEx STK_WN1430,observed in official daily market table,READY
5013,TPEx,2018-01-02,2026-08-19,1935,TPEx STK_WN1430,observed in official daily market table,READY
5014,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5015,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
5016,TPEx,2018-01-02,2026-08-19,1995,TPEx STK_WN1430,observed in official daily market table,READY
5102,TPEx,2018-01-02,2022-07-06,1093,TPEx STK_WN1430,observed in official daily market table,READY
5201,TPEx,2018-01-02,2026-08-19,2077,TPEx STK_WN1430,observed in official daily market table,READY
5202,TPEx,2018-01-02,2026-08-19,2023,TPEx STK_WN1430,observed in official daily market table,READY
5205,TPEx,2018-01-04,2026-08-19,1292,TPEx STK_WN1430,observed in official daily market table,READY
5206,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
5209,TPEx,2018-01-02,2026-08-19,2065,TPEx STK_WN1430,observed in official daily market table,READY
5210,TPEx,2018-01-02,2026-08-19,2077,TPEx STK_WN1430,observed in official daily market table,READY
5211,TPEx,2018-01-02,2026-08-19,2091,TPEx STK_WN1430,observed in official daily market table,READY
5212,TPEx,2018-01-03,2026-08-18,1957,TPEx STK_WN1430,observed in official daily market table,READY
5213,TPEx,2018-01-02,2026-08-19,2088,TPEx STK_WN1430,observed in official daily market table,READY
5220,TPEx,2018-04-26,2026-08-19,2018,TPEx STK_WN1430,observed in official daily market table,READY
5223,TPEx,2018-07-02,2026-08-19,1968,TPEx STK_WN1430,observed in official daily market table,READY
5227,TPEx,2018-01-02,2026-08-19,2067,TPEx STK_WN1430,observed in official daily market table,READY
5228,TPEx,2022-05-20,2026-08-19,990,TPEx STK_WN1430,observed in official daily market table,READY
5230,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
5245,TPEx,2018-01-02,2026-08-18,2094,TPEx STK_WN1430,observed in official daily market table,READY
5251,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
5255,TPEx,2018-01-02,2018-11-21,217,TPEx STK_WN1430,observed in official daily market table,READY
5263,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
5272,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5274,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5276,TPEx,2018-01-02,2026-08-19,1847,TPEx STK_WN1430,observed in official daily market table,READY
5278,TPEx,2018-01-02,2026-08-19,2067,TPEx STK_WN1430,observed in official daily market table,READY
5281,TPEx,2018-01-02,2023-10-24,1369,TPEx STK_WN1430,observed in official daily market table,READY
5287,TPEx,2018-01-02,2026-08-19,2075,TPEx STK_WN1430,observed in official daily market table,READY
5289,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5291,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5299,TPEx,2018-01-23,2026-08-19,2080,TPEx STK_WN1430,observed in official daily market table,READY
5301,TPEx,2018-01-02,2026-08-19,2058,TPEx STK_WN1430,observed in official daily market table,READY
5302,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5304,TPEx,2018-01-02,2020-11-19,670,TPEx STK_WN1430,observed in official daily market table,READY
5309,TPEx,2018-01-02,2026-08-19,2090,TPEx STK_WN1430,observed in official daily market table,READY
5310,TPEx,2018-01-02,2026-08-19,2033,TPEx STK_WN1430,observed in official daily market table,READY
5312,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
5314,TPEx,2018-01-03,2026-08-19,1991,TPEx STK_WN1430,observed in official daily market table,READY
5315,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5317,TPEx,2018-01-02,2019-09-17,405,TPEx STK_WN1430,observed in official daily market table,READY
5321,TPEx,2018-01-02,2026-08-19,2071,TPEx STK_WN1430,observed in official daily market table,READY
5324,TPEx,2018-01-02,2026-08-19,2092,TPEx STK_WN1430,observed in official daily market table,READY
5328,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5340,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5344,TPEx,2018-01-02,2026-08-19,2077,TPEx STK_WN1430,observed in official daily market table,READY
5345,TPEx,2018-01-02,2026-08-19,1929,TPEx STK_WN1430,observed in official daily market table,READY
5347,TPEx,2018-01-02,2026-08-19,2094,TPEx STK_WN1430,observed in official daily market table,READY
5348,TPEx,2018-01-03,2026-08-19,1948,TPEx STK_WN1430,observed in official daily market table,READY
5349,TPEx,2018-01-02,2020-10-28,684,TPEx STK_WN1430,observed in official daily market table,READY
5351,TPEx,2018-01-02,2026-08-19,2088,TPEx STK_WN1430,observed in official daily market table,READY
5353,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5355,TPEx,2018-01-02,2026-08-19,2093,TPEx STK_WN1430,observed in official daily market table,READY
5356,TPEx,2018-01-02,2026-08-19,2090,TPEx STK_WN1430,observed in official daily market table,READY
5364,TPEx,2018-01-04,2026-08-19,1710,TPEx STK_WN1430,observed in official daily market table,READY
5371,TPEx,2018-01-02,2026-08-19,2095,TPEx STK_WN1430,observed in official daily market table,READY
5381,TPEx,2018-01-02,2026-08-19,2014,TPEx STK_WN1430,observed in official daily market table,READY
