symbol,name,exchange,listing_date,registration,industry_code,preferred_shares,source,instrument_type,is_ky,point_in_time_complete,is_suspended,is_disposition,is_full_cash_delivery,snapshot_date
1240,茂生農經,TPEx,2018-08-08,－,33,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1259,安心,TPEx,2011-12-15,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1264,德麥,TPEx,2015-04-09,－,02,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1268,漢來美食,TPEx,2017-09-27,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1294,漢田生技,TPEx,2024-09-26,－,02,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1295,生合,TPEx,2025-05-27,－,02,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1336,台翰,TPEx,2007-11-02,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1565,精華,TPEx,2004-03-30,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1569,濱川,TPEx,2005-07-29,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1570,力肯,TPEx,2005-06-30,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1580,新麥,TPEx,2007-12-10,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1584,精剛,TPEx,2007-11-28,－,20,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1586,和勤,TPEx,2012-01-09,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1591,駿吉-KY,TPEx,2012-03-23,KY 開曼群島,05,0,TPEx mopsfin_t187ap03_O,stock,True,False,False,False,False,2026-08-21
1593,祺驊,TPEx,2012-06-13,－,37,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1595,川寶,TPEx,2011-10-04,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1599,宏佳騰,TPEx,2012-12-25,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1742,台蠟,TPEx,2004-05-14,－,21,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1777,生泰,TPEx,2005-10-19,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1780,立弘,TPEx,2026-06-17,－,02,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1781,合世,TPEx,2004-12-24,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1784,訊聯,TPEx,2007-07-26,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1785,光洋科,TPEx,2005-01-31,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1788,杏昌,TPEx,2009-07-20,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,True,False,False,2026-08-21
1796,金穎生技,TPEx,2018-01-22,－,02,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1799,易威,TPEx,2008-11-10,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,True,False,False,2026-08-21
1813,寶利徠,TPEx,2009-08-04,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
1815,富喬,TPEx,2006-01-23,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2035,唐榮公司,TPEx,2006-07-07,－,10,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2061,風青,TPEx,2010-12-09,－,06,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2063,世鎧精密,TPEx,2010-09-07,－,10,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2064,晉椿,TPEx,2014-12-26,－,10,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2065,世豐,TPEx,2017-04-21,－,10,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2066,世德,TPEx,2013-09-24,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2067,嘉鋼,TPEx,2014-05-26,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,True,2026-08-21
2070,精湛,TPEx,2018-12-17,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2073,雄順,TPEx,2023-06-21,－,10,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2221,大甲,TPEx,2007-08-01,－,20,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2230,泰茂,TPEx,2013-04-18,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2235,謚源,TPEx,2014-12-15,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2596,綠意,TPEx,2009-06-01,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2640,大車隊,TPEx,2012-11-07,－,36,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2641,正德,TPEx,2014-10-09,－,15,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2643,捷迅,TPEx,2016-03-04,－,15,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2718,全心投控,TPEx,2011-03-29,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2719,燦星旅,TPEx,2012-02-24,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2724,藝舍-KY,TPEx,2012-05-29,KY 開曼群島,20,0,TPEx mopsfin_t187ap03_O,stock,True,False,False,False,False,2026-08-21
2726,雅茗-KY,TPEx,2014-12-24,KY 開曼群島,16,0,TPEx mopsfin_t187ap03_O,stock,True,False,False,False,False,2026-08-21
2729,瓦城,TPEx,2012-09-17,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2732,六角,TPEx,2015-01-20,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2734,易飛網,TPEx,2013-12-26,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2736,富野,TPEx,2016-01-06,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2740,華軒,TPEx,2015-12-24,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2743,山富,TPEx,2020-03-09,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2745,五福,TPEx,2018-04-16,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2751,王座,TPEx,2024-09-10,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2752,豆府,TPEx,2019-09-25,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2754,亞洲藏壽司,TPEx,2020-09-17,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2755,揚秦,TPEx,2020-12-16,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2756,聯發國際,TPEx,2022-01-14,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2916,滿心,TPEx,2005-03-10,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2924,宏太-KY,TPEx,2011-12-02,KY 開曼群島,38,0,TPEx mopsfin_t187ap03_O,stock,True,False,False,False,False,2026-08-21
2926,誠品生活,TPEx,2013-01-30,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2937,集雅社,TPEx,2017-06-08,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2941,米斯特,TPEx,2024-03-20,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2947,振宇五金,TPEx,2021-10-06,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2948,寶陞,TPEx,2023-12-12,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
2949,欣新網,TPEx,2023-12-15,－,36,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3064,泰偉,TPEx,2004-06-09,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,True,2026-08-21
3066,李洲,TPEx,2004-12-02,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3067,全域,TPEx,2003-10-21,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3071,協禧,TPEx,2004-12-30,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3073,天方能源,TPEx,2007-10-08,－,35,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3078,僑威,TPEx,2005-01-31,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3081,聯亞,TPEx,2015-07-22,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3083,網龍,TPEx,2003-12-02,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3085,新零售,TPEx,2004-03-01,－,36,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3086,華義*,TPEx,2004-03-29,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3088,艾訊,TPEx,2005-04-28,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3093,港建*,TPEx,2005-06-17,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3095,及成,TPEx,2005-05-26,－,27,6180000,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3105,穩懋,TPEx,2011-12-13,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3114,好德,TPEx,2004-03-25,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3115,富榮綱,TPEx,2005-04-08,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3118,進階,TPEx,2008-05-21,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3122,笙泉,TPEx,2015-01-26,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3128,昇銳,TPEx,2006-09-04,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3131,弘塑,TPEx,2011-01-17,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3141,晶宏,TPEx,2014-03-14,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3147,大綜,TPEx,2018-05-29,－,30,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3152,璟德,TPEx,2008-03-24,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3158,嘉實,TPEx,2025-11-17,－,30,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3162,精確,TPEx,2005-10-03,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3163,波若威,TPEx,2012-12-03,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,True,False,2026-08-21
3169,亞信,TPEx,2009-11-24,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3171,炎洲流通,TPEx,2004-09-17,－,38,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3176,基亞,TPEx,2011-11-23,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3178,公準,TPEx,2018-11-19,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3188,鑫龍騰,TPEx,2004-03-17,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3191,雲嘉南,TPEx,2005-04-12,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3205,佰研,TPEx,2005-09-12,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3206,志豐,TPEx,2007-02-08,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3207,耀勝,TPEx,2004-11-04,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3211,順達,TPEx,2004-11-08,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3213,茂訊,TPEx,2004-10-01,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3217,優群,TPEx,2004-04-30,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3218,大學光,TPEx,2004-11-29,－,22,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3219,倚強科,TPEx,2004-03-19,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3221,台嘉碩,TPEx,2006-02-22,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3224,三顧,TPEx,2004-06-03,－,29,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3226,龍鋒,TPEx,2004-06-16,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,True,False,False,2026-08-21
3227,原相,TPEx,2006-05-04,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3228,金麗科,TPEx,2005-03-02,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3230,錦明,TPEx,2006-09-25,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3232,昱捷,TPEx,2004-11-01,－,29,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3234,光環,TPEx,2011-03-24,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3236,千如,TPEx,2004-12-02,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3252,海灣,TPEx,2004-09-23,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3259,鑫創,TPEx,2007-12-24,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,True,2026-08-21
3260,威剛,TPEx,2004-10-08,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3264,欣銓,TPEx,2005-01-05,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3265,台星科,TPEx,2005-08-02,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3268,海德威,TPEx,2005-01-27,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3272,東碩,TPEx,2014-08-26,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3276,宇環,TPEx,2005-01-12,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3284,太普高,TPEx,2005-03-22,－,20,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3285,微端,TPEx,2012-07-23,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3287,廣寰科,TPEx,2008-01-28,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3288,點晶,TPEx,2005-04-15,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3289,宜特,TPEx,2004-12-28,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3290,東浦,TPEx,2005-05-19,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3293,鈊象,TPEx,2006-07-12,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3294,英濟,TPEx,2007-04-27,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3297,杭特,TPEx,2005-06-07,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3303,岱稜,TPEx,2007-05-28,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3306,鼎天,TPEx,2005-07-05,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3310,佳穎,TPEx,2008-06-27,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3313,斐成,TPEx,2006-05-29,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3317,尼克森,TPEx,2007-08-09,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3322,建舜電,TPEx,2009-05-20,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3323,加百裕,TPEx,2007-06-25,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3324,雙鴻,TPEx,2005-05-13,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3325,旭品,TPEx,2005-08-15,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3332,幸康,TPEx,2008-01-24,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3339,泰谷,TPEx,2006-06-27,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3349,寶德,TPEx,2022-03-23,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3354,律勝,TPEx,2005-12-08,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3357,臺慶科,TPEx,2021-04-27,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3360,尚立,TPEx,2006-06-06,－,29,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3362,先進光,TPEx,2005-09-06,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,True,False,2026-08-21
3363,上詮,TPEx,2011-02-25,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3372,典範,TPEx,2005-12-16,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3373,熱映,TPEx,2007-12-13,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3374,精材,TPEx,2015-03-30,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3379,彬台,TPEx,2011-10-20,－,05,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3388,崇越電,TPEx,2006-02-22,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3390,旭軟,TPEx,2006-02-22,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3402,漢科,TPEx,2007-01-09,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3430,奇鈦科,TPEx,2022-09-08,－,21,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3434,哲固,TPEx,2008-01-28,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3438,類比科,TPEx,2006-07-19,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3441,聯一光電,TPEx,2010-10-04,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3444,利機,TPEx,2008-09-26,－,29,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3455,由田,TPEx,2007-12-27,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3465,進泰電子,TPEx,2008-01-28,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3466,德晉,TPEx,2006-05-17,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3467,台灣精材,TPEx,2025-03-25,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3479,安勤,TPEx,2010-06-08,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3483,力致,TPEx,2006-12-18,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3484,崧騰,TPEx,2007-11-09,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3485,敘豐,TPEx,2026-05-06,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3489,森寶,TPEx,2007-09-29,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3490,單井,TPEx,2007-10-15,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,True,False,2026-08-21
3491,昇達科,TPEx,2008-01-03,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,True,False,False,2026-08-21
3492,長盛,TPEx,2015-05-18,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3498,陽程,TPEx,2007-09-11,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,True,False,2026-08-21
3499,環天科,TPEx,2006-10-19,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3508,位速,TPEx,2007-10-17,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3511,矽瑪,TPEx,2009-02-16,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3512,皇龍,TPEx,2007-07-25,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3516,亞帝歐,TPEx,2007-11-29,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3520,華盈,TPEx,2007-10-12,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3521,台鋼建設,TPEx,2007-08-07,－,14,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3522,御嵿,TPEx,2007-10-15,－,16,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3523,迎輝,TPEx,2007-11-16,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3526,凡甲,TPEx,2007-11-02,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3527,聚積,TPEx,2007-10-29,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3529,力旺,TPEx,2011-01-24,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3531,先益,TPEx,2008-04-08,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3537,堡達,TPEx,2010-01-25,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3540,曜越,TPEx,2007-12-12,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3541,西柏,TPEx,2009-12-22,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3546,宇峻,TPEx,2008-04-18,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3548,兆利,TPEx,2008-03-27,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3551,世禾,TPEx,2008-04-15,－,35,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3552,同致,TPEx,2009-01-07,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3555,博士旺,TPEx,2011-11-08,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3556,禾瑞亞,TPEx,2008-04-15,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3558,神準,TPEx,2013-12-30,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3564,其陽,TPEx,2013-12-03,－,27,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3567,逸昌,TPEx,2010-11-22,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3570,大塚,TPEx,2008-10-23,－,30,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3577,泓格,TPEx,2009-01-06,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3580,友威科,TPEx,2010-07-09,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3581,博磊,TPEx,2015-01-20,－,24,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3587,閎康,TPEx,2009-08-18,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,True,False,False,2026-08-21
3594,磐儀,TPEx,2013-05-07,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3597,映興,TPEx,2020-03-09,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3609,三一東林,TPEx,2011-01-11,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3611,鼎翰,TPEx,2008-11-26,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3615,安可,TPEx,2009-04-15,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3623,富晶通,TPEx,2010-04-28,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3624,光頡,TPEx,2011-03-16,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3625,西勝,TPEx,2009-10-28,－,25,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,True,2026-08-21
3628,盈正,TPEx,2010-09-09,－,31,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3629,地心引力,TPEx,2010-05-27,－,32,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,True,2026-08-21
3630,新鉅科,TPEx,2010-04-26,－,26,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
3631,晟楠,TPEx,2010-12-20,－,28,0,TPEx mopsfin_t187ap03_O,stock,False,False,False,False,False,2026-08-21
