TP,LowPosition,MRProbability,Return,CAGR,Max Drawdown,Sharpe,Win Rate,Profit Factor,Average Holding,Capital Utilization,Trade Count
0.1,0.25,0.55,-0.1655995803896967,-0.0234554820238573,-0.3468190473211177,-0.2567650557378674,0.5625,0.4940110199729229,54.46875,0.1101630812340195,32
0.1,0.25,0.6,-0.1678256659438051,-0.0237974397462636,-0.4055887598833029,-0.2075718044806785,0.5757575757575758,0.5154082842068796,51.03030303030303,0.1147203230352335,33
0.1,0.25,0.65,-0.0704319639430337,-0.009529371530992,-0.3542339531947062,-0.0781769811547958,0.6206896551724138,0.7223553891868202,52.03448275862069,0.0931831699404361,29
0.1,0.25,0.7,-0.1110966545543241,-0.0153208747934849,-0.4124495989805521,-0.1239133758676932,0.6,0.5481489227145734,51.9,0.0690416980715334,20
0.1,0.25,0.75,-0.1680625739186338,-0.0238338788879124,-0.4173755757468118,-0.2221185069080252,0.4375,0.311771481287993,61.375,0.0666426118651331,16
