symbol,exchange,first_seen,last_seen,trading_days,source
6570,TPEx,2018-01-02,2026-08-19,2074,TPEX_DAILY_QUOTES
6574,TPEx,2018-01-02,2026-08-19,1658,TPEX_DAILY_QUOTES
6576,TPEx,2018-06-29,2026-08-19,1979,TPEX_DAILY_QUOTES
6577,TPEx,2018-01-02,2026-08-19,2076,TPEX_DAILY_QUOTES
6578,TPEx,2018-09-18,2026-08-19,1922,TPEX_DAILY_QUOTES
6584,TPEx,2023-05-18,2026-08-19,792,TPEX_STK_WN1430
6588,TPEx,2020-07-01,2026-08-19,1484,TPEX_STK_WN1430
6589,TPEx,2019-06-28,2025-07-18,1471,TPEX_STK_WN1430
6590,TPEx,2018-12-24,2026-08-19,1812,TPEX_STK_WN1430
6593,TPEx,2018-01-02,2026-08-19,1994,TPEX_DAILY_QUOTES
6594,TPEx,2018-01-02,2023-03-23,1261,TPEX_DAILY_QUOTES
6596,TPEx,2018-01-04,2026-08-19,2084,TPEX_DAILY_QUOTES
6597,TPEx,2025-05-08,2026-08-19,296,TPEX_STK_WN1430
6603,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6609,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6612,TPEx,2018-07-18,2026-08-19,1964,TPEX_DAILY_QUOTES
6613,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6615,TPEx,2018-01-22,2026-08-19,2032,TPEX_DAILY_QUOTES
6616,TPEx,2018-01-10,2026-08-19,2053,TPEX_DAILY_QUOTES
6617,TPEx,2024-06-18,2026-08-19,528,TPEX_STK_WN1430
6620,TPEx,2025-12-23,2026-08-19,157,TPEX_STK_WN1430
6624,TPEx,2019-05-28,2026-08-19,1661,TPEX_STK_WN1430
6629,TPEx,2019-06-06,2026-08-19,1597,TPEX_STK_WN1430
6637,TPEx,2024-06-18,2026-08-19,528,TPEX_STK_WN1430
6640,TPEx,2018-10-23,2026-08-19,1865,TPEX_DAILY_QUOTES
6642,TPEx,2019-09-23,2026-08-19,1662,TPEX_STK_WN1430
6643,TPEx,2019-01-23,2026-08-19,1835,TPEX_STK_WN1430
6649,TPEx,2019-06-05,2026-08-19,1739,TPEX_STK_WN1430
6651,TPEx,2021-02-01,2026-08-19,1344,TPEX_STK_WN1430
6654,TPEx,2018-10-23,2026-08-19,1850,TPEX_DAILY_QUOTES
6661,TPEx,2021-01-27,2026-08-19,1306,TPEX_STK_WN1430
6662,TPEx,2019-03-26,2026-08-18,1727,TPEX_STK_WN1430
6664,TPEx,2018-09-12,2026-08-19,1926,TPEX_DAILY_QUOTES
6667,TPEx,2018-11-13,2026-08-19,1884,TPEX_STK_WN1430
6679,TPEx,2019-05-09,2026-08-19,1771,TPEX_STK_WN1430
6680,TPEx,2019-09-16,2026-08-19,1401,TPEX_STK_WN1430
6683,TPEx,2019-04-23,2026-08-19,1782,TPEX_STK_WN1430
6684,TPEx,2021-08-11,2026-08-19,1219,TPEX_STK_WN1430
6690,TPEx,2019-10-30,2026-08-19,1650,TPEX_STK_WN1430
6692,TPEx,2024-02-02,2026-08-19,610,TPEX_STK_WN1430
6693,TPEx,2022-03-01,2026-08-19,1088,TPEX_STK_WN1430
6697,TPEx,2019-12-26,2026-08-19,1553,TPEX_STK_WN1430
6703,TPEx,2020-10-20,2026-08-19,1417,TPEX_STK_WN1430
6708,TPEx,2022-12-29,2026-08-19,861,TPEX_STK_WN1430
6712,TPEx,2021-01-08,2026-08-19,1359,TPEX_STK_WN1430
6716,TPEx,2020-03-27,2026-08-19,1548,TPEX_STK_WN1430
6720,TPEx,2024-12-04,2026-08-19,413,TPEX_STK_WN1430
6721,TPEx,2022-04-29,2026-08-19,996,TPEX_STK_WN1430
6725,TPEx,2025-12-30,2026-08-19,153,TPEX_STK_WN1430
6727,TPEx,2020-12-01,2026-08-19,1387,TPEX_STK_WN1430
6728,TPEx,2020-12-25,2026-08-19,1365,TPEX_STK_WN1430
6730,TPEx,2025-12-10,2026-08-19,163,TPEX_STK_WN1430
6732,TPEx,2020-06-08,2026-08-19,1508,TPEX_STK_WN1430
6733,TPEx,2021-01-28,2026-08-19,1346,TPEX_STK_WN1430
6735,TPEx,2022-04-29,2026-08-19,1036,TPEX_STK_WN1430
6739,TPEx,2024-09-02,2026-08-19,476,TPEX_STK_WN1430
6741,TPEx,2021-05-25,2026-08-19,1274,TPEX_STK_WN1430
6747,TPEx,2021-01-19,2025-11-26,1158,TPEX_STK_WN1430
6751,TPEx,2020-12-25,2026-08-19,1349,TPEX_STK_WN1430
6752,TPEx,2020-12-10,2026-08-19,1314,TPEX_STK_WN1430
6761,TPEx,2021-11-08,2026-08-19,1159,TPEX_STK_WN1430
6762,TPEx,2020-12-18,2026-08-17,1171,TPEX_STK_WN1430
6763,TPEx,2022-03-15,2026-08-19,1070,TPEX_STK_WN1430
6767,TPEx,2021-01-25,2026-08-19,1331,TPEX_STK_WN1430
6785,TPEx,2024-01-24,2026-08-19,620,TPEX_STK_WN1430
6788,TPEx,2021-09-29,2026-08-19,1187,TPEX_STK_WN1430
6791,TPEx,2022-11-14,2026-08-19,909,TPEX_STK_WN1430
6803,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
6804,TPEx,2022-03-31,2026-08-19,1058,TPEX_STK_WN1430
6811,TPEx,2022-08-09,2026-08-19,977,TPEX_STK_WN1430
6821,TPEx,2023-05-22,2026-08-19,790,TPEX_STK_WN1430
6823,TPEx,2022-06-30,2026-08-19,998,TPEX_STK_WN1430
6829,TPEx,2022-03-11,2026-08-19,1080,TPEX_STK_WN1430
6840,TPEx,2023-03-24,2026-08-19,808,TPEX_STK_WN1430
6841,TPEx,2023-03-01,2026-08-19,844,TPEX_STK_WN1430
6843,TPEx,2022-11-21,2026-08-19,887,TPEX_STK_WN1430
6844,TPEx,2024-03-08,2026-08-19,583,TPEX_STK_WN1430
6846,TPEx,2023-05-15,2026-08-19,779,TPEX_STK_WN1430
6855,TPEx,2022-10-06,2026-08-19,881,TPEX_STK_WN1430
6856,TPEx,2023-10-27,2026-08-19,600,TPEX_STK_WN1430
6859,TPEx,2022-11-28,2026-08-19,898,TPEX_STK_WN1430
6865,TPEx,2023-01-11,2026-08-14,857,TPEX_STK_WN1430
6870,TPEx,2023-09-14,2026-08-19,710,TPEX_STK_WN1430
6872,TPEx,2025-03-07,2026-08-19,356,TPEX_STK_WN1430
6874,TPEx,2022-12-14,2026-08-19,888,TPEX_STK_WN1430
6875,TPEx,2024-03-26,2026-08-19,584,TPEX_STK_WN1430
6877,TPEx,2023-06-16,2026-08-19,771,TPEX_STK_WN1430
6881,TPEx,2024-05-21,2026-08-19,508,TPEX_STK_WN1430
6884,TPEx,2025-12-17,2026-08-19,155,TPEX_STK_WN1430
6894,TPEx,2023-11-29,2026-08-19,651,TPEX_STK_WN1430
6895,TPEx,2023-08-22,2026-08-19,727,TPEX_STK_WN1430
6899,TPEx,2024-04-08,2026-08-19,573,TPEX_STK_WN1430
6903,TPEx,2024-06-12,2026-08-19,532,TPEX_STK_WN1430
6904,TPEx,2023-12-05,2026-08-18,560,TPEX_STK_WN1430
6907,TPEx,2026-01-29,2026-08-19,132,TPEX_STK_WN1430
6910,TPEx,2025-12-11,2026-08-19,165,TPEX_STK_WN1430
6913,TPEx,2024-10-01,2026-08-19,456,TPEX_STK_WN1430
6922,TPEx,2023-11-09,2026-08-19,673,TPEX_STK_WN1430
6925,TPEx,2025-05-28,2026-08-19,301,TPEX_STK_WN1430
6929,TPEx,2024-03-28,2026-08-19,558,TPEX_STK_WN1430
6945,TPEx,2026-06-05,2026-08-19,52,TPEX_STK_WN1430
6953,TPEx,2024-05-13,2026-08-19,549,TPEX_STK_WN1430
6961,TPEx,2026-01-22,2026-08-19,137,TPEX_STK_WN1430
6967,TPEx,2024-09-25,2026-08-19,456,TPEX_STK_WN1430
6968,TPEx,2024-08-14,2026-08-19,488,TPEX_STK_WN1430
6971,TPEx,2025-10-02,2026-08-19,212,TPEX_STK_WN1430
6982,TPEx,2024-12-18,2026-08-19,404,TPEX_STK_WN1430
6983,TPEx,2026-05-25,2026-08-19,61,TPEX_STK_WN1430
6986,TPEx,2026-06-26,2026-08-19,38,TPEX_STK_WN1430
6996,TPEx,2024-12-10,2026-08-19,410,TPEX_STK_WN1430
6997,TPEx,2024-12-16,2026-08-19,361,TPEX_STK_WN1430
7402,TPEx,2018-01-02,2026-08-19,1996,TPEX_DAILY_QUOTES
7547,TPEx,2025-07-29,2026-08-19,258,TPEX_STK_WN1430
7556,TPEx,2020-10-30,2026-08-19,1393,TPEX_STK_WN1430
7584,TPEx,2024-07-26,2026-08-19,498,TPEX_STK_WN1430
7642,TPEx,2025-05-22,2026-08-19,305,TPEX_STK_WN1430
7703,TPEx,2024-11-13,2026-08-19,429,TPEX_STK_WN1430
7704,TPEx,2024-12-16,2026-08-19,404,TPEX_STK_WN1430
7708,TPEx,2024-11-15,2026-08-19,423,TPEX_STK_WN1430
7709,TPEx,2025-02-25,2026-08-19,352,TPEX_STK_WN1430
7712,TPEx,2024-12-26,2026-08-19,397,TPEX_STK_WN1430
7713,TPEx,2025-02-24,2026-08-19,350,TPEX_STK_WN1430
7714,TPEx,2025-01-15,2026-08-19,385,TPEX_STK_WN1430
7715,TPEx,2025-01-15,2026-08-19,385,TPEX_STK_WN1430
7716,TPEx,2025-10-28,2026-08-18,160,TPEX_STK_WN1430
7717,TPEx,2025-11-17,2026-08-19,183,TPEX_STK_WN1430
7718,TPEx,2025-03-18,2026-08-19,347,TPEX_STK_WN1430
7723,TPEx,2025-04-30,2026-08-19,320,TPEX_STK_WN1430
7728,TPEx,2025-03-06,2026-08-19,357,TPEX_STK_WN1430
7734,TPEx,2025-02-26,2026-08-19,362,TPEX_STK_WN1430
7738,TPEx,2025-10-16,2026-08-19,204,TPEX_STK_WN1430
7743,TPEx,2025-05-20,2026-08-19,295,TPEX_STK_WN1430
7744,TPEx,2025-11-27,2026-08-19,175,TPEX_STK_WN1430
7747,TPEx,2025-07-11,2026-08-19,263,TPEX_STK_WN1430
7751,TPEx,2025-08-26,2026-08-19,238,TPEX_STK_WN1430
7753,TPEx,2025-08-11,2026-08-19,249,TPEX_STK_WN1430
7757,TPEx,2025-10-20,2026-08-19,202,TPEX_STK_WN1430
7767,TPEx,2025-12-10,2026-08-19,164,TPEX_STK_WN1430
7770,TPEx,2025-12-10,2026-08-19,162,TPEX_STK_WN1430
7772,TPEx,2026-05-08,2026-08-19,72,TPEX_STK_WN1430
7777,TPEx,2025-12-22,2026-08-19,158,TPEX_STK_WN1430
7782,TPEx,2025-10-28,2026-08-19,188,TPEX_STK_WN1430
7792,TPEx,2026-01-28,2026-08-19,133,TPEX_STK_WN1430
7794,TPEx,2026-04-20,2026-08-19,84,TPEX_STK_WN1430
7805,TPEx,2025-12-22,2026-08-19,158,TPEX_STK_WN1430
7810,TPEx,2025-12-23,2026-08-19,157,TPEX_STK_WN1430
7811,TPEx,2026-03-25,2026-08-19,101,TPEX_STK_WN1430
7814,TPEx,2026-07-16,2026-08-19,25,TPEX_STK_WN1430
7819,TPEx,2026-05-27,2026-08-19,59,TPEX_STK_WN1430
7820,TPEx,2026-04-27,2026-08-19,80,TPEX_STK_WN1430
7828,TPEx,2026-04-22,2026-08-19,83,TPEX_STK_WN1430
7839,TPEx,2026-06-15,2026-08-19,46,TPEX_STK_WN1430
7842,TPEx,2026-05-11,2026-08-19,70,TPEX_STK_WN1430
8024,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
8027,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8032,TPEx,2018-01-02,2026-08-19,2064,TPEX_DAILY_QUOTES
8034,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
8038,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8040,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
8042,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
8043,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8044,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
8047,TPEx,2018-01-02,2026-08-19,2003,TPEX_DAILY_QUOTES
8048,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8049,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8050,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8054,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8059,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8064,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8066,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
8067,TPEx,2018-01-02,2026-08-19,1871,TPEX_DAILY_QUOTES
8068,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
8069,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8071,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8074,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8076,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8077,TPEx,2018-01-02,2026-08-19,1586,TPEX_DAILY_QUOTES
8080,TPEx,2018-01-02,2026-08-19,1772,TPEX_DAILY_QUOTES
8083,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8084,TPEx,2018-01-02,2026-08-19,2086,TPEX_DAILY_QUOTES
8085,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
8086,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8087,TPEx,2018-01-02,2026-08-19,1931,TPEX_DAILY_QUOTES
8088,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8089,TPEx,2020-09-23,2026-08-19,1432,TPEX_STK_WN1430
8091,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8092,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8093,TPEx,2018-01-02,2026-08-19,2075,TPEX_DAILY_QUOTES
8096,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8097,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
8099,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8102,TPEx,2025-12-22,2026-08-19,152,TPEX_STK_WN1430
8107,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8109,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8111,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8121,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8147,TPEx,2018-01-02,2026-08-19,2081,TPEX_DAILY_QUOTES
8155,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8171,TPEx,2018-01-02,2026-08-19,2089,TPEX_DAILY_QUOTES
8176,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8182,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8183,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8227,TPEx,2022-12-20,2026-08-19,884,TPEX_STK_WN1430
8234,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8240,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
8255,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8272,TPEx,2024-10-23,2026-08-19,438,TPEX_STK_WN1430
8277,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8279,TPEx,2018-01-02,2026-08-19,2056,TPEX_DAILY_QUOTES
8284,TPEx,2020-05-18,2026-08-19,1517,TPEX_STK_WN1430
8287,TPEx,2018-01-02,2020-04-30,562,TPEX_DAILY_QUOTES
8289,TPEx,2018-01-02,2026-08-19,2089,TPEX_DAILY_QUOTES
8291,TPEx,2018-01-02,2026-08-19,1366,TPEX_DAILY_QUOTES
8299,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8342,TPEx,2018-01-02,2026-08-19,1895,TPEX_DAILY_QUOTES
8349,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
8354,TPEx,2018-01-02,2026-08-19,2084,TPEX_DAILY_QUOTES
8358,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8383,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8390,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
8401,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8403,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8406,TPEx,2018-01-02,2022-04-20,1041,TPEX_DAILY_QUOTES
8409,TPEx,2018-01-02,2026-08-18,2054,TPEX_DAILY_QUOTES
8410,TPEx,2018-01-02,2026-08-19,2071,TPEX_DAILY_QUOTES
8415,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8416,TPEx,2018-01-02,2026-08-19,2063,TPEX_DAILY_QUOTES
8418,TPEx,2018-01-02,2024-01-24,1437,TPEX_DAILY_QUOTES
8420,TPEx,2018-01-02,2024-11-20,1602,TPEX_DAILY_QUOTES
8421,TPEx,2018-01-02,2026-08-19,2087,TPEX_DAILY_QUOTES
8423,TPEx,2018-01-02,2026-08-19,1845,TPEX_DAILY_QUOTES
8424,TPEx,2018-01-02,2026-08-19,2036,TPEX_DAILY_QUOTES
8426,TPEx,2018-01-02,2026-08-19,2040,TPEX_DAILY_QUOTES
8431,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8432,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8433,TPEx,2018-01-02,2026-08-19,2083,TPEX_DAILY_QUOTES
8435,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
8436,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8437,TPEx,2018-01-02,2026-08-19,2086,TPEX_DAILY_QUOTES
8440,TPEx,2018-03-28,2026-08-19,2040,TPEX_DAILY_QUOTES
8444,TPEx,2018-01-02,2026-08-18,2057,TPEX_DAILY_QUOTES
8446,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8450,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
8455,TPEx,2018-01-02,2026-08-19,1803,TPEX_DAILY_QUOTES
8462,TPEx,2018-01-02,2019-03-14,288,TPEX_DAILY_QUOTES
8472,TPEx,2018-01-02,2026-08-19,1950,TPEX_DAILY_QUOTES
8476,TPEx,2018-01-02,2023-10-30,1409,TPEX_DAILY_QUOTES
8477,TPEx,2018-01-02,2026-08-19,2081,TPEX_DAILY_QUOTES
8489,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
8905,TPEx,2018-01-02,2026-08-19,2043,TPEX_DAILY_QUOTES
8906,TPEx,2018-01-02,2026-08-19,1973,TPEX_DAILY_QUOTES
8908,TPEx,2018-01-02,2026-08-19,2060,TPEX_DAILY_QUOTES
8913,TPEx,2018-01-02,2020-01-13,493,TPEX_DAILY_QUOTES
8916,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8917,TPEx,2018-01-05,2026-08-19,1632,TPEX_DAILY_QUOTES
8921,TPEx,2018-01-04,2026-08-19,1318,TPEX_DAILY_QUOTES
8923,TPEx,2018-01-03,2026-08-19,1646,TPEX_DAILY_QUOTES
8924,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
8927,TPEx,2018-01-02,2026-08-19,2084,TPEX_DAILY_QUOTES
8928,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
8929,TPEx,2018-01-02,2026-08-19,2075,TPEX_DAILY_QUOTES
8930,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8931,TPEx,2018-01-02,2026-08-19,2081,TPEX_DAILY_QUOTES
8932,TPEx,2018-01-02,2026-08-19,2072,TPEX_DAILY_QUOTES
8933,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
8934,TPEx,2018-01-02,2020-11-17,421,TPEX_DAILY_QUOTES
8935,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
8936,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
8937,TPEx,2018-01-02,2026-08-19,2074,TPEX_DAILY_QUOTES
8938,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
8941,TPEx,2018-01-02,2026-08-19,2000,TPEX_DAILY_QUOTES
8942,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
9949,TPEx,2018-01-02,2026-08-19,2058,TPEX_DAILY_QUOTES
9950,TPEx,2018-01-02,2026-08-19,2015,TPEX_DAILY_QUOTES
9951,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
9960,TPEx,2018-01-02,2026-08-19,1968,TPEX_DAILY_QUOTES
9962,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
