symbol,exchange,first_seen,last_seen,trading_days,source
4563,TPEx,2018-07-12,2026-08-19,1955,TPEX_DAILY_QUOTES
4568,TPEx,2018-10-03,2026-08-19,1822,TPEX_DAILY_QUOTES
4577,TPEx,2022-06-14,2026-08-19,1014,TPEX_STK_WN1430
4580,TPEx,2020-01-06,2026-08-19,1607,TPEX_STK_WN1430
4584,TPEx,2022-10-05,2026-08-19,859,TPEX_STK_WN1430
4609,TPEx,2018-01-03,2026-08-19,1870,TPEX_DAILY_QUOTES
4702,TPEx,2018-01-02,2026-08-19,2084,TPEX_DAILY_QUOTES
4706,TPEx,2018-01-02,2026-08-19,2015,TPEX_DAILY_QUOTES
4707,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4711,TPEx,2018-01-02,2026-08-19,2060,TPEX_DAILY_QUOTES
4712,TPEx,2018-01-02,2024-02-05,1304,TPEX_DAILY_QUOTES
4714,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4716,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
4721,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4726,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4728,TPEx,2018-01-02,2026-08-19,2069,TPEX_DAILY_QUOTES
4729,TPEx,2018-01-02,2026-08-19,2086,TPEX_DAILY_QUOTES
4735,TPEx,2018-01-02,2026-08-19,2089,TPEX_DAILY_QUOTES
4736,TPEx,2018-01-02,2023-12-21,1453,TPEX_DAILY_QUOTES
4741,TPEx,2018-01-02,2026-08-19,2043,TPEX_DAILY_QUOTES
4743,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
4744,TPEx,2018-07-12,2026-08-19,1969,TPEX_DAILY_QUOTES
4745,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
4747,TPEx,2018-01-02,2026-08-19,2008,TPEX_DAILY_QUOTES
4749,TPEx,2025-01-17,2026-08-19,383,TPEX_STK_WN1430
4754,TPEx,2018-01-02,2026-08-19,2034,TPEX_DAILY_QUOTES
4760,TPEx,2019-03-21,2026-08-19,1803,TPEX_STK_WN1430
4767,TPEx,2018-10-29,2026-08-19,1719,TPEX_DAILY_QUOTES
4768,TPEx,2022-04-13,2026-08-19,1059,TPEX_STK_WN1430
4772,TPEx,2024-09-20,2026-08-19,462,TPEX_STK_WN1430
4803,TPEx,2018-01-02,2021-12-15,963,TPEX_DAILY_QUOTES
4804,TPEx,2018-01-02,2026-04-13,1883,TPEX_DAILY_QUOTES
4806,TPEx,2018-01-02,2026-08-19,1871,TPEX_DAILY_QUOTES
4903,TPEx,2018-01-02,2026-08-19,2089,TPEX_DAILY_QUOTES
4905,TPEx,2018-01-02,2026-08-19,1875,TPEX_DAILY_QUOTES
4907,TPEx,2018-01-02,2026-08-19,2087,TPEX_DAILY_QUOTES
4908,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4909,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4911,TPEx,2018-01-02,2026-08-19,2083,TPEX_DAILY_QUOTES
4923,TPEx,2022-03-14,2026-08-19,1079,TPEX_STK_WN1430
4924,TPEx,2018-01-02,2026-08-19,2077,TPEX_DAILY_QUOTES
4931,TPEx,2019-09-17,2026-08-19,1682,TPEX_STK_WN1430
4933,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4939,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
4944,TPEx,2018-01-02,2023-10-25,1368,TPEX_DAILY_QUOTES
4945,TPEx,2020-11-20,2025-09-01,1160,TPEX_STK_WN1430
4946,TPEx,2018-01-02,2026-08-19,2066,TPEX_DAILY_QUOTES
4947,TPEx,2018-01-02,2020-05-20,574,TPEX_DAILY_QUOTES
4950,TPEx,2018-01-02,2026-08-19,1764,TPEX_DAILY_QUOTES
4951,TPEx,2022-11-03,2026-08-19,917,TPEX_STK_WN1430
4953,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4965,TPEx,2018-01-02,2018-06-21,107,TPEX_DAILY_QUOTES
4966,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
4971,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
4972,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
4973,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4974,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4979,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4987,TPEx,2018-01-02,2026-05-20,2004,TPEX_DAILY_QUOTES
4991,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
4995,TPEx,2018-01-02,2026-08-19,2084,TPEX_DAILY_QUOTES
5009,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5011,TPEx,2018-01-03,2026-08-19,2008,TPEX_DAILY_QUOTES
5013,TPEx,2018-01-02,2026-08-19,1935,TPEX_DAILY_QUOTES
5014,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5015,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
5016,TPEx,2018-01-02,2026-08-19,1995,TPEX_DAILY_QUOTES
5102,TPEx,2018-01-02,2022-07-06,1093,TPEX_DAILY_QUOTES
5201,TPEx,2018-01-02,2026-08-19,2077,TPEX_DAILY_QUOTES
5202,TPEx,2018-01-02,2026-08-19,2023,TPEX_DAILY_QUOTES
5205,TPEx,2018-01-04,2026-08-19,1292,TPEX_DAILY_QUOTES
5206,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
5209,TPEx,2018-01-02,2026-08-19,2065,TPEX_DAILY_QUOTES
5210,TPEx,2018-01-02,2026-08-19,2077,TPEX_DAILY_QUOTES
5211,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
5212,TPEx,2018-01-03,2026-08-18,1957,TPEX_DAILY_QUOTES
5213,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
5220,TPEx,2018-04-26,2026-08-19,2018,TPEX_DAILY_QUOTES
5223,TPEx,2018-07-02,2026-08-19,1968,TPEX_DAILY_QUOTES
5227,TPEx,2018-01-02,2026-08-19,2067,TPEX_DAILY_QUOTES
5228,TPEx,2022-05-20,2026-08-19,990,TPEX_STK_WN1430
5230,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5236,TPEx,2021-07-29,2026-07-15,1204,TPEX_STK_WN1430
5245,TPEx,2018-01-02,2026-08-18,2094,TPEX_DAILY_QUOTES
5251,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
5255,TPEx,2018-01-02,2018-11-21,217,TPEX_DAILY_QUOTES
5263,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5272,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5274,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5276,TPEx,2018-01-02,2026-08-19,1847,TPEX_DAILY_QUOTES
5278,TPEx,2018-01-02,2026-08-19,2067,TPEX_DAILY_QUOTES
5281,TPEx,2018-01-02,2023-10-24,1369,TPEX_DAILY_QUOTES
5287,TPEx,2018-01-02,2026-08-19,2075,TPEX_DAILY_QUOTES
5289,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5291,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5299,TPEx,2018-01-23,2026-08-19,2080,TPEX_DAILY_QUOTES
5301,TPEx,2018-01-02,2026-08-19,2058,TPEX_DAILY_QUOTES
5302,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5304,TPEx,2018-01-02,2020-11-19,670,TPEX_DAILY_QUOTES
5306,TPEx,2018-01-02,2022-03-07,1011,TPEX_DAILY_QUOTES
5309,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
5310,TPEx,2018-01-02,2026-08-19,2033,TPEX_DAILY_QUOTES
5312,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
5314,TPEx,2018-01-03,2026-08-19,1991,TPEX_DAILY_QUOTES
5315,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5317,TPEx,2018-01-02,2019-09-17,405,TPEX_DAILY_QUOTES
5321,TPEx,2018-01-02,2026-08-19,2071,TPEX_DAILY_QUOTES
5324,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
5328,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5340,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5344,TPEx,2018-01-02,2026-08-19,2077,TPEX_DAILY_QUOTES
5345,TPEx,2018-01-02,2026-08-19,1929,TPEX_DAILY_QUOTES
5347,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5348,TPEx,2018-01-03,2026-08-19,1948,TPEX_DAILY_QUOTES
5349,TPEx,2018-01-02,2020-10-28,684,TPEX_DAILY_QUOTES
5351,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
5353,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5355,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
5356,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
5364,TPEx,2018-01-04,2026-08-19,1710,TPEX_DAILY_QUOTES
5371,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5381,TPEx,2018-01-02,2026-08-19,2014,TPEX_DAILY_QUOTES
5383,TPEx,2018-01-02,2024-05-22,1546,TPEX_DAILY_QUOTES
5386,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5392,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5398,TPEx,2018-01-03,2026-08-19,2057,TPEX_DAILY_QUOTES
5403,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5410,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5425,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5426,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5432,TPEx,2018-01-02,2026-08-19,2024,TPEX_DAILY_QUOTES
5438,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
5439,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5443,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5450,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
5452,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5455,TPEx,2018-01-02,2026-08-19,1310,TPEX_DAILY_QUOTES
5457,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5460,TPEx,2018-01-02,2026-08-19,2076,TPEX_DAILY_QUOTES
5464,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5465,TPEx,2018-01-02,2026-08-19,2086,TPEX_DAILY_QUOTES
5468,TPEx,2018-01-02,2026-08-19,1961,TPEX_DAILY_QUOTES
5474,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5475,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
5478,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
5480,TPEx,2018-01-02,2019-03-20,291,TPEX_DAILY_QUOTES
5481,TPEx,2018-01-02,2026-08-19,1999,TPEX_DAILY_QUOTES
5483,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
5487,TPEx,2018-01-02,2026-08-19,1969,TPEX_DAILY_QUOTES
5488,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5489,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
5490,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5493,TPEx,2018-01-02,2026-08-19,2079,TPEX_DAILY_QUOTES
5498,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5508,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5511,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
5512,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5514,TPEx,2018-01-02,2026-08-19,1959,TPEX_DAILY_QUOTES
5516,TPEx,2018-01-02,2026-08-19,1996,TPEX_DAILY_QUOTES
5520,TPEx,2018-01-02,2026-08-17,2016,TPEX_DAILY_QUOTES
5523,TPEx,2018-01-02,2026-08-18,2082,TPEX_DAILY_QUOTES
5529,TPEx,2018-01-02,2026-08-19,2078,TPEX_DAILY_QUOTES
5530,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5536,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
5543,TPEx,2018-01-02,2026-08-19,1912,TPEX_DAILY_QUOTES
5547,TPEx,2026-02-03,2026-08-19,129,TPEX_STK_WN1430
5548,TPEx,2024-03-18,2026-08-19,587,TPEX_STK_WN1430
5601,TPEx,2018-01-03,2026-08-19,1500,TPEX_DAILY_QUOTES
5603,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
5604,TPEx,2018-01-02,2026-08-19,2049,TPEX_DAILY_QUOTES
5609,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
5701,TPEx,2018-01-02,2026-08-19,2085,TPEX_DAILY_QUOTES
5703,TPEx,2018-01-04,2026-08-19,1496,TPEX_DAILY_QUOTES
5704,TPEx,2018-01-04,2026-08-19,1865,TPEX_DAILY_QUOTES
5820,TPEx,2018-01-02,2022-10-31,1176,TPEX_DAILY_QUOTES
5864,TPEx,2018-04-02,2026-08-19,2036,TPEX_DAILY_QUOTES
5878,TPEx,2018-01-02,2026-08-19,1800,TPEX_DAILY_QUOTES
5902,TPEx,2018-01-02,2026-08-19,2025,TPEX_DAILY_QUOTES
5903,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
5904,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
5905,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6015,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6016,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6020,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6021,TPEx,2018-01-02,2026-08-19,2041,TPEX_DAILY_QUOTES
6023,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6026,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6028,TPEx,2026-03-30,2026-08-19,97,TPEX_STK_WN1430
6101,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6103,TPEx,2018-01-02,2026-08-13,1202,TPEX_DAILY_QUOTES
6104,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6109,TPEx,2018-01-02,2026-08-19,2059,TPEX_DAILY_QUOTES
6111,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6113,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6114,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6118,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6121,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6122,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
6123,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6124,TPEx,2018-01-02,2026-08-19,2071,TPEX_DAILY_QUOTES
6125,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6126,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6127,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6129,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6130,TPEx,2018-01-02,2026-08-19,2055,TPEX_DAILY_QUOTES
6134,TPEx,2018-01-02,2026-08-19,2086,TPEX_DAILY_QUOTES
6138,TPEx,2018-01-02,2026-08-19,2089,TPEX_DAILY_QUOTES
6140,TPEx,2018-01-02,2026-08-19,2014,TPEX_DAILY_QUOTES
6143,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6144,TPEx,2018-01-02,2026-08-19,1800,TPEX_DAILY_QUOTES
6146,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6147,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6148,TPEx,2018-01-02,2026-08-19,2081,TPEX_DAILY_QUOTES
6150,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6151,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6154,TPEx,2018-01-02,2026-08-19,2083,TPEX_DAILY_QUOTES
6156,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6158,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
6160,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6161,TPEx,2018-01-02,2026-08-19,2082,TPEX_DAILY_QUOTES
6163,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6167,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6169,TPEx,2018-01-02,2026-08-19,2087,TPEX_DAILY_QUOTES
6170,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6171,TPEx,2018-01-03,2026-08-19,2043,TPEX_DAILY_QUOTES
6173,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6174,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
6175,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6179,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6180,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6182,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6185,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6186,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6187,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6188,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6190,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6194,TPEx,2018-01-02,2026-08-19,2081,TPEX_DAILY_QUOTES
6195,TPEx,2018-01-02,2026-08-18,2082,TPEX_DAILY_QUOTES
6198,TPEx,2018-01-02,2026-08-19,1672,TPEX_DAILY_QUOTES
6199,TPEx,2018-01-02,2026-08-19,1871,TPEX_DAILY_QUOTES
6203,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6204,TPEx,2018-01-02,2026-08-19,2084,TPEX_DAILY_QUOTES
6207,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6208,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6210,TPEx,2018-01-02,2026-08-19,2066,TPEX_DAILY_QUOTES
6212,TPEx,2018-01-04,2026-08-17,1711,TPEX_DAILY_QUOTES
6217,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6218,TPEx,2018-01-02,2026-08-19,2092,TPEX_DAILY_QUOTES
6219,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
6220,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6221,TPEx,2018-01-02,2026-08-19,2071,TPEX_DAILY_QUOTES
6222,TPEx,2018-01-02,2026-08-18,1830,TPEX_DAILY_QUOTES
6223,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6227,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6228,TPEx,2018-01-02,2026-08-19,2035,TPEX_DAILY_QUOTES
6229,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
6231,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6233,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6234,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6236,TPEx,2018-01-02,2026-08-18,1000,TPEX_DAILY_QUOTES
6237,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6238,TPEx,2018-01-02,2020-06-10,589,TPEX_DAILY_QUOTES
6240,TPEx,2018-01-02,2026-08-19,2029,TPEX_DAILY_QUOTES
6241,TPEx,2018-01-02,2026-08-17,2052,TPEX_DAILY_QUOTES
6242,TPEx,2018-01-02,2026-08-19,1996,TPEX_DAILY_QUOTES
6244,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6245,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6246,TPEx,2018-01-02,2026-08-19,2040,TPEX_DAILY_QUOTES
6247,TPEx,2018-01-02,2023-02-01,1052,TPEX_DAILY_QUOTES
6248,TPEx,2018-01-02,2026-08-19,2041,TPEX_DAILY_QUOTES
6259,TPEx,2018-01-03,2026-08-19,1957,TPEX_DAILY_QUOTES
6261,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6263,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6264,TPEx,2018-01-02,2026-08-19,2084,TPEX_DAILY_QUOTES
6265,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6266,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6270,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6274,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6275,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6276,TPEx,2018-01-02,2026-08-19,2063,TPEX_DAILY_QUOTES
6279,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6284,TPEx,2018-01-02,2026-08-19,2088,TPEX_DAILY_QUOTES
6287,TPEx,2018-01-02,2025-06-20,1572,TPEX_DAILY_QUOTES
6290,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6291,TPEx,2018-01-02,2026-08-19,1888,TPEX_DAILY_QUOTES
6292,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
6294,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
6298,TPEx,2018-01-02,2018-09-17,172,TPEX_DAILY_QUOTES
6404,TPEx,2018-01-02,2023-11-21,1267,TPEX_DAILY_QUOTES
6411,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6417,TPEx,2018-01-02,2026-08-19,2007,TPEX_DAILY_QUOTES
6418,TPEx,2019-02-18,2026-08-19,1815,TPEX_STK_WN1430
6419,TPEx,2018-01-02,2026-08-19,2055,TPEX_DAILY_QUOTES
6423,TPEx,2026-01-22,2026-08-19,137,TPEX_STK_WN1430
6425,TPEx,2019-01-18,2026-08-19,1829,TPEX_STK_WN1430
6426,TPEx,2018-01-02,2021-03-23,780,TPEX_DAILY_QUOTES
6432,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6435,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6438,TPEx,2018-01-02,2021-01-18,742,TPEX_DAILY_QUOTES
6441,TPEx,2018-01-02,2026-08-19,2085,TPEX_DAILY_QUOTES
6446,TPEx,2018-01-02,2024-01-24,1476,TPEX_DAILY_QUOTES
6457,TPEx,2018-01-02,2024-12-25,1694,TPEX_DAILY_QUOTES
6461,TPEx,2018-03-28,2026-08-19,2041,TPEX_DAILY_QUOTES
6462,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6465,TPEx,2018-01-02,2026-08-19,2043,TPEX_DAILY_QUOTES
6469,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6470,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6472,TPEx,2018-01-02,2023-12-18,1450,TPEX_DAILY_QUOTES
6474,TPEx,2025-11-25,2026-08-19,176,TPEX_STK_WN1430
6482,TPEx,2018-01-02,2026-08-19,1842,TPEX_DAILY_QUOTES
6485,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6486,TPEx,2018-01-02,2026-08-19,2090,TPEX_DAILY_QUOTES
6488,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6492,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6494,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6496,TPEx,2018-01-02,2026-08-19,2066,TPEX_DAILY_QUOTES
6497,TPEx,2018-01-02,2020-08-24,640,TPEX_DAILY_QUOTES
6498,TPEx,2025-05-20,2026-08-19,307,TPEX_STK_WN1430
6499,TPEx,2018-01-02,2026-08-19,2094,TPEX_DAILY_QUOTES
6506,TPEx,2018-01-02,2026-08-19,2091,TPEX_DAILY_QUOTES
6508,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6509,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6510,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6512,TPEx,2018-01-02,2026-08-19,2008,TPEX_DAILY_QUOTES
6514,TPEx,2018-01-02,2024-10-08,1634,TPEX_DAILY_QUOTES
6516,TPEx,2019-05-06,2026-08-19,1774,TPEX_STK_WN1430
6517,TPEx,2022-12-15,2026-08-19,887,TPEX_STK_WN1430
6523,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
6527,TPEx,2019-12-25,2026-08-19,1606,TPEX_STK_WN1430
6530,TPEx,2018-01-23,2026-08-19,2067,TPEX_DAILY_QUOTES
6532,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6535,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
6538,TPEx,2018-01-02,2026-08-19,2078,TPEX_DAILY_QUOTES
6542,TPEx,2018-01-02,2026-08-19,1919,TPEX_DAILY_QUOTES
6546,TPEx,2022-05-24,2026-08-19,1031,TPEX_STK_WN1430
6547,TPEx,2018-04-17,2026-08-19,2029,TPEX_DAILY_QUOTES
6548,TPEx,2018-01-02,2026-08-19,2080,TPEX_DAILY_QUOTES
6554,TPEx,2018-01-02,2018-05-23,91,TPEX_DAILY_QUOTES
6556,TPEx,2018-01-02,2026-08-19,2068,TPEX_DAILY_QUOTES
6560,TPEx,2018-01-02,2026-08-19,2093,TPEX_DAILY_QUOTES
6561,TPEx,2018-06-05,2026-08-19,1995,TPEX_DAILY_QUOTES
6568,TPEx,2018-01-02,2026-08-19,2095,TPEX_DAILY_QUOTES
6569,TPEx,2018-01-02,2026-08-19,2083,TPEX_DAILY_QUOTES
