symbol,security_type,exchange,name,category,unit,trading_suspended,disposition_level,attention_flag,settlement_type,reference,update_date,source,retrieved_at
4946,STK,OTC,辣椒,32,1000.0,False,0.0,False,0,89.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4950,STK,OTC,金耘國際,10,1000.0,False,0.0,False,0,16.05,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4951,STK,OTC,精拓科,24,1000.0,False,0.0,False,0,76.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4953,STK,OTC,緯致,30,1000.0,False,0.0,False,0,123.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4966,STK,OTC,譜瑞-KY,24,1000.0,False,0.0,False,0,573.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4971,STK,OTC,IET-KY,24,1000.0,False,0.0,True,0,528.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4972,STK,OTC,湯石照明,26,1000.0,False,0.0,False,0,16.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.549883
4973,STK,OTC,廣穎,24,1000.0,False,0.0,False,0,150.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.551459
4974,STK,OTC,亞泰,28,1000.0,False,0.0,False,0,68.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.551459
4979,STK,OTC,華星光,27,1000.0,False,2.0,False,0,529.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.551459
4991,STK,OTC,環宇-KY,24,1000.0,False,2.0,False,0,486.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.551459
4995,STK,OTC,晶達,26,1000.0,False,0.0,False,0,49.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.551459
5009,STK,OTC,榮剛,10,1000.0,False,0.0,False,0,33.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.551459
5011,STK,OTC,久陽,10,1000.0,False,0.0,False,0,17.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5013,STK,OTC,強新,10,1000.0,False,0.0,False,0,26.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5014,STK,OTC,建錩,10,1000.0,False,0.0,False,0,10.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5015,STK,OTC,華祺,10,1000.0,False,0.0,False,0,21.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5016,STK,OTC,松和,10,1000.0,False,0.0,False,0,24.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5201,STK,OTC,凱衛,30,1000.0,False,0.0,False,0,27.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5202,STK,OTC,力新,30,1000.0,False,0.0,False,0,11.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.553019
5205,STK,OTC,中茂,35,1000.0,False,0.0,False,0,20.65,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5206,STK,OTC,坤悅,14,1000.0,False,0.0,False,0,23.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5209,STK,OTC,新鼎,20,1000.0,False,0.0,False,0,161.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5210,STK,OTC,寶碩,30,1000.0,False,0.0,False,0,28.65,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5211,STK,OTC,蒙恬,30,1000.0,False,0.0,False,0,19.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5212,STK,OTC,凌網,30,1000.0,False,0.0,False,0,46.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5213,STK,OTC,亞昕,14,1000.0,False,0.0,False,0,21.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.554553
5220,STK,OTC,萬達光電,26,1000.0,False,0.0,False,0,20.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5223,STK,OTC,安力-KY,25,1000.0,False,0.0,False,0,23.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5227,STK,OTC,立凱-KY,28,1000.0,False,0.0,False,0,31.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5228,STK,OTC,鈺鎧,28,1000.0,False,0.0,False,0,42.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5230,STK,OTC,雷笛克光學,26,1000.0,False,0.0,False,0,17.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5245,STK,OTC,智晶,26,1000.0,False,0.0,False,0,23.15,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5251,STK,OTC,天鉞電,26,1000.0,False,0.0,False,0,24.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.556105
5263,STK,OTC,智崴,32,1000.0,False,0.0,False,0,88.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.557647
5272,STK,OTC,笙科,24,1000.0,False,0.0,False,0,17.25,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.558154
5274,STK,OTC,信驊,24,1000.0,False,0.0,False,0,15830.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.558154
5276,STK,OTC,達輝-KY,20,1000.0,False,0.0,False,0,19.65,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.558154
5278,STK,OTC,尚凡*,36,1000.0,False,0.0,False,0,24.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.559666
5287,STK,OTC,數字,36,1000.0,False,0.0,False,0,153.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.559666
5289,STK,OTC,宜鼎,25,1000.0,False,0.0,False,0,1515.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.560678
5291,STK,OTC,邑昇,28,1000.0,False,0.0,False,0,55.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.560678
5299,STK,OTC,杰力,24,1000.0,False,0.0,False,0,99.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.562208
5301,STK,OTC,寶得利,16,1000.0,False,0.0,False,1,5.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.562734
5302,STK,OTC,太欣,24,1000.0,False,0.0,False,0,10.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.562734
5309,STK,OTC,系統電,28,1000.0,False,0.0,False,0,52.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.562734
5310,STK,OTC,天剛,30,1000.0,False,0.0,False,0,25.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.562734
5312,STK,OTC,寶島科,22,1000.0,False,0.0,False,0,90.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.562734
5314,STK,OTC,世紀*,20,1000.0,False,0.0,True,0,21.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.564650
5315,STK,OTC,光聯,26,1000.0,False,0.0,False,0,19.05,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.564650
5321,STK,OTC,美而快,36,1000.0,False,0.0,False,0,71.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.564650
5324,STK,OTC,士開,14,1000.0,False,0.0,False,0,12.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.566161
5328,STK,OTC,華容,28,1000.0,False,0.0,False,0,63.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.566541
5340,STK,OTC,建榮,28,1000.0,False,0.0,False,0,75.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.566541
5344,STK,OTC,立衛,24,1000.0,False,0.0,False,0,13.65,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.568681
5345,STK,OTC,馥鴻,20,1000.0,False,0.0,False,0,21.45,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.569814
5347,STK,OTC,世界,24,1000.0,False,0.0,False,0,151.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.569814
5348,STK,OTC,正能量智能,37,1000.0,False,0.0,False,0,16.75,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.569814
5351,STK,OTC,鈺創,24,1000.0,False,0.0,False,0,126.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.570836
5353,STK,OTC,台林,27,1000.0,False,0.0,False,0,27.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.570836
5355,STK,OTC,佳總,28,1000.0,False,0.0,False,1,5.65,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.570836
5356,STK,OTC,協益,25,1000.0,False,0.0,False,0,25.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.570836
5364,STK,OTC,力麗店,16,1000.0,False,0.0,False,0,8.51,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.570836
5371,STK,OTC,中光電,26,1000.0,False,0.0,False,0,84.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.570836
5381,STK,OTC,光譜,05,1000.0,False,0.0,False,0,23.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5386,STK,OTC,青雲,25,1000.0,False,0.0,False,0,230.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5392,STK,OTC,能率,26,1000.0,False,0.0,False,0,45.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5398,STK,OTC,慕康生醫,20,1000.0,False,0.0,False,0,14.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5403,STK,OTC,中菲,30,1000.0,False,0.0,False,0,92.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5410,STK,OTC,國眾,30,1000.0,False,0.0,False,0,35.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5425,STK,OTC,台半,24,1000.0,False,0.0,False,0,91.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.572387
5426,STK,OTC,振發,25,1000.0,False,0.0,False,0,27.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.574265
5432,STK,OTC,新門,35,1000.0,False,0.0,False,0,149.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.574265
5438,STK,OTC,東友,25,1000.0,False,0.0,False,0,16.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.574265
5439,STK,OTC,高技,28,1000.0,False,0.0,False,0,234.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.575244
5443,STK,OTC,均豪,24,1000.0,False,0.0,False,0,104.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.575757
5450,STK,OTC,南良,20,1000.0,False,0.0,False,0,15.15,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.576216
5452,STK,OTC,佶優,31,1000.0,False,0.0,False,0,26.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.576216
5455,STK,OTC,昇益,14,1000.0,False,0.0,False,0,29.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.576216
5457,STK,OTC,宣德,28,1000.0,False,0.0,False,0,26.75,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.577532
5460,STK,OTC,同協,28,1000.0,False,0.0,False,0,16.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.577532
5464,STK,OTC,霖宏,28,1000.0,False,0.0,False,0,70.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.577532
5465,STK,OTC,富驊,25,1000.0,False,0.0,False,0,24.25,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5468,STK,OTC,凱鈺,24,1000.0,False,0.0,False,0,27.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5474,STK,OTC,聰泰,25,1000.0,False,0.0,False,0,159.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5475,STK,OTC,德宏,28,1000.0,False,2.0,True,0,180.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5478,STK,OTC,智冠,32,1000.0,False,0.0,False,0,98.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5481,STK,OTC,新華,20,1000.0,False,0.0,False,0,19.35,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5483,STK,OTC,中美晶,24,1000.0,False,0.0,False,0,176.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.578539
5487,STK,OTC,通泰,24,1000.0,False,0.0,False,0,29.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.580096
5488,STK,OTC,松普,28,1000.0,False,0.0,False,0,12.35,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.581541
5489,STK,OTC,彩富,31,1000.0,False,0.0,False,0,41.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.581541
5490,STK,OTC,同亨,25,1000.0,False,0.0,False,0,29.8,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.581541
5493,STK,OTC,三聯,31,1000.0,False,0.0,False,0,78.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.581541
5498,STK,OTC,凱崴,28,1000.0,False,0.0,False,0,49.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.581541
5508,STK,OTC,永信建,14,1000.0,False,0.0,False,0,52.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.583982
5511,STK,OTC,德昌,14,1000.0,False,0.0,False,0,71.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.584615
5512,STK,OTC,力麒,14,1000.0,False,0.0,False,0,7.79,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.585669
5514,STK,OTC,三豐,14,1000.0,False,0.0,False,0,14.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.585669
5516,STK,OTC,雙喜,14,1000.0,False,0.0,False,0,11.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.586721
5520,STK,OTC,力泰,14,1000.0,False,0.0,False,0,82.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5523,STK,OTC,豐謙,14,1000.0,False,0.0,False,0,30.35,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5529,STK,OTC,鉅陞,14,1000.0,False,0.0,False,0,20.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5530,STK,OTC,龍巖,20,1000.0,False,0.0,False,0,49.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5536,STK,OTC,聖暉*,31,1000.0,False,0.0,False,0,873.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5543,STK,OTC,桓鼎-KY,14,1000.0,False,0.0,False,0,24.05,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5547,STK,OTC,久舜,14,1000.0,False,0.0,False,0,19.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.587245
5548,STK,OTC,安倉,14,1000.0,False,0.0,False,0,20.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5601,STK,OTC,台聯櫃,15,1000.0,False,0.0,False,0,30.25,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5603,STK,OTC,陸海,15,1000.0,False,0.0,False,0,14.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5604,STK,OTC,中連,20,1000.0,False,0.0,False,0,30.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5609,STK,OTC,中菲行,15,1000.0,False,0.0,False,0,77.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5701,STK,OTC,劍湖山,16,1000.0,False,0.0,False,1,4.19,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5703,STK,OTC,亞都,16,1000.0,False,0.0,False,0,14.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.588836
5704,STK,OTC,老爺知,16,1000.0,False,0.0,False,0,22.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.590378
5864,STK,OTC,致和證,17,1000.0,False,0.0,False,0,32.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.590378
5878,STK,OTC,台名,17,1000.0,False,0.0,False,0,38.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.590378
5902,STK,OTC,德記,38,1000.0,False,0.0,False,0,34.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.591629
5903,STK,OTC,全家,38,1000.0,False,0.0,False,0,185.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.591629
5904,STK,OTC,寶雅*,38,1000.0,False,0.0,True,0,78.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.591629
5905,STK,OTC,南仁湖,16,1000.0,False,0.0,False,0,7.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.591629
6015,STK,OTC,宏遠證,17,1000.0,False,0.0,False,0,15.45,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.591629
6016,STK,OTC,康和證,17,1000.0,False,0.0,False,0,19.15,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.593213
6020,STK,OTC,大展證,17,1000.0,False,0.0,False,0,20.35,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.593213
6021,STK,OTC,美好證,17,1000.0,False,0.0,False,0,35.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.593213
6023,STK,OTC,元大期,17,1000.0,False,0.0,False,0,83.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.593213
6026,STK,OTC,福邦證,17,1000.0,False,0.0,False,0,14.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.594233
6028,STK,OTC,公勝保經,17,1000.0,False,0.0,False,0,99.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.594744
6101,STK,OTC,寬魚國際,32,1000.0,False,0.0,False,0,38.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.594744
6103,STK,OTC,合邦,24,1000.0,False,0.0,False,0,28.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.594744
6104,STK,OTC,創惟,24,1000.0,False,0.0,False,0,92.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.594744
6109,STK,OTC,亞元,27,1000.0,False,0.0,False,0,11.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.594744
6111,STK,OTC,光聚晶電,32,1000.0,False,0.0,False,0,35.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.596318
6113,STK,OTC,亞矽,29,1000.0,False,0.0,False,0,23.15,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.596318
6114,STK,OTC,久威,28,1000.0,False,0.0,False,0,24.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.596318
6118,STK,OTC,建達,29,1000.0,False,0.0,False,0,15.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.596318
6121,STK,OTC,新普,25,1000.0,False,0.0,False,0,401.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.597840
6122,STK,OTC,擎邦,05,1000.0,False,0.0,False,0,47.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.597840
6123,STK,OTC,上奇,30,1000.0,False,0.0,False,0,42.85,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.599621
6124,STK,OTC,業強,28,1000.0,False,0.0,False,0,27.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.600733
6125,STK,OTC,廣運,05,1000.0,False,0.0,False,0,51.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.602507
6126,STK,OTC,信音,28,1000.0,False,0.0,False,0,29.45,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.602507
6127,STK,OTC,九豪,28,1000.0,False,0.0,False,0,49.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.602507
6129,STK,OTC,普誠,24,1000.0,False,0.0,False,0,13.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.604179
6130,STK,OTC,上亞科技,22,1000.0,False,0.0,False,0,28.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.604179
6134,STK,OTC,萬旭,28,1000.0,False,0.0,False,0,27.75,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.604700
6138,STK,OTC,茂達,24,1000.0,False,0.0,False,0,297.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.604700
6140,STK,OTC,訊達,30,1000.0,False,0.0,False,0,16.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.604700
6143,STK,OTC,振曜,27,1000.0,False,0.0,False,0,89.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.604700
6144,STK,OTC,得利影,32,1000.0,False,0.0,False,0,13.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.605728
6146,STK,OTC,耕興,31,1000.0,False,0.0,False,0,195.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.605728
6147,STK,OTC,頎邦,24,1000.0,False,0.0,False,0,161.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.605728
6148,STK,OTC,驊宏資,30,1000.0,False,0.0,False,0,27.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.605728
6150,STK,OTC,撼訊,25,1000.0,False,0.0,False,0,59.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.605728
6151,STK,OTC,晉倫,31,1000.0,False,0.0,False,0,36.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.606869
6154,STK,OTC,順發,29,1000.0,False,0.0,False,0,13.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.606869
6156,STK,OTC,松上,28,1000.0,False,0.0,False,0,21.05,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.607378
6158,STK,OTC,禾昌,28,1000.0,False,0.0,False,0,16.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.607378
6160,STK,OTC,欣技,25,1000.0,False,0.0,False,0,13.95,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.607378
6161,STK,OTC,捷波,25,1000.0,False,0.0,False,0,50.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.607378
6163,STK,OTC,華電網,30,1000.0,False,0.0,False,0,41.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.607378
6167,STK,OTC,久正,26,1000.0,False,0.0,False,0,10.65,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.607378
6169,STK,OTC,昱泉,32,1000.0,False,0.0,False,0,12.6,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.608950
6170,STK,OTC,統振,27,1000.0,False,0.0,False,0,47.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.608950
6171,STK,OTC,大城地產,14,1000.0,False,0.0,False,0,23.25,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.608950
6173,STK,OTC,信昌電,28,1000.0,False,0.0,False,0,213.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.608950
6174,STK,OTC,安碁,28,1000.0,False,0.0,False,0,44.75,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.608950
6175,STK,OTC,立敦,28,1000.0,False,0.0,False,0,75.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.610499
6179,STK,OTC,亞通,20,1000.0,False,0.0,False,0,26.85,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.610499
6180,STK,OTC,橘子,32,1000.0,False,0.0,False,0,40.85,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.610499
6182,STK,OTC,合晶,24,1000.0,False,0.0,True,0,110.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.612023
6185,STK,OTC,幃翔,28,1000.0,False,0.0,False,0,13.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.612023
6186,STK,OTC,新潤,14,1000.0,False,0.0,False,0,32.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.612023
6187,STK,OTC,萬潤,24,1000.0,False,0.0,True,0,1305.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.612023
6188,STK,OTC,廣明,25,1000.0,False,0.0,False,0,69.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.612023
6190,STK,OTC,萬泰科,27,1000.0,False,0.0,False,0,65.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.612023
6194,STK,OTC,育富,28,1000.0,False,0.0,False,0,29.4,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.613623
6195,STK,OTC,詩肯,38,1000.0,False,0.0,False,0,27.7,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.614372
6198,STK,OTC,瑞築,14,1000.0,False,0.0,False,0,19.35,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.615907
6199,STK,OTC,天品,20,1000.0,False,0.0,False,0,95.9,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.616437
6203,STK,OTC,海韻電,28,1000.0,False,0.0,False,0,60.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.616965
6204,STK,OTC,艾華,28,1000.0,False,0.0,False,0,83.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.618960
6207,STK,OTC,雷科,28,1000.0,False,0.0,False,0,102.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620045
6208,STK,OTC,日揚,24,1000.0,False,0.0,False,0,81.5,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620576
6210,STK,OTC,慶生,28,1000.0,False,0.0,False,0,17.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620576
6212,STK,OTC,理銘,14,1000.0,False,0.0,False,0,29.45,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620576
6217,STK,OTC,中探針,28,1000.0,False,0.0,False,0,153.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620576
6218,STK,OTC,豪勉,27,1000.0,False,0.0,False,0,38.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620576
6219,STK,OTC,富旺,14,1000.0,False,0.0,False,0,12.1,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.620576
6220,STK,OTC,岳豐,28,1000.0,False,0.0,False,0,25.55,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.622104
6221,STK,OTC,晉泰,30,1000.0,False,0.0,False,0,22.3,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.622104
6222,STK,OTC,立軒,26,1000.0,False,0.0,False,0,20.2,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.622104
6223,STK,OTC,旺矽,24,1000.0,False,0.0,False,0,5255.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.622104
6227,STK,OTC,茂綸,29,1000.0,False,0.0,False,0,117.0,2026-08-20,Shioaji authenticated contract info,2026-08-21 04:31:41.623812
