Starting Capital,Ending Capital,Total Return,CAGR,Max Drawdown,Average Drawdown,Sharpe Ratio,Sortino Ratio,Capital Utilization,Maximum Concurrent Positions,Win Rate,Profit Factor,Average Trade Return,Median Trade Return,Average Holding Days,Median Holding Days,Trades Per Year,Best Trade,Worst Trade,Average MAE,Median MAE,90th percentile MAE,90th Percentile MAE Before TP,Average MFE,Median MFE,Take Profit Hit Rate,Thesis Break Exit Rate,Time Exit Rate,Median Days to TP,Percentage Never Reaching TP
100000.0,94118.87555788516,-0.05881124442114849,-0.007914805854752682,-0.31753026494784375,-0.1708126354523541,-0.074778042879725,-0.031094846774490058,0.09378472564596167,8,0.5555555555555556,0.7664929177323945,-0.025815317323671223,0.0375967861785352,58.96296296296296,90.0,3.5397523330940417,0.1421387909728637,-0.3843949438546242,-0.2000168240902529,-0.1443962762001834,-0.4687164485786017,-0.11227389743895055,0.11607302208738808,0.1233799313269514,0.4444444444444444,0.0,0.5555555555555556,22.0,0.5555555555555556
