date,symbol,close,oscillation_score,low_score,historical_events,mr_probability,regime_risk_score,final_score,take_profit
2025-11-17,5309,54.7,97.41988049972841,81.91878800248051,43,0.7906976744186046,20.0,85.42659138309679,0.2
2025-11-18,5309,53.0,97.55102040816327,90.16575404007867,43,0.7906976744186046,20.0,87.5276748650268,0.2
2025-11-19,5309,53.2,96.62487945998072,83.80940592606159,43,0.7906976744186046,20.0,85.66074555206774,0.2
2025-11-20,5309,54.0,98.46839320523532,70.19511196974538,43,0.7906976744186046,20.0,82.81022618656507,0.2
2025-11-21,5309,52.4,96.45980841316118,85.50358123505723,43,0.7906976744186046,20.0,86.03476806527081,0.2
2025-11-24,5309,53.5,96.16724738675958,65.18939454023038,43,0.7906976744186046,20.0,80.8684530836436,0.2
2026-03-04,5309,58.6,98.73949579831933,82.13526680003409,44,0.7954545454545454,20.0,86.01930180314068,0.2
2026-03-09,5309,55.9,95.44953116381689,86.41225310182357,44,0.7954545454545454,20.0,86.10155898823731,0.2
2026-03-31,5309,56.4,88.46447669977081,77.42222136951422,44,0.7954545454545454,20.0,81.75853471594615,0.2
2026-07-14,5309,58.6,99.59338574139333,85.51973818653407,47,0.7872340425531915,20.0,86.87497154564727,0.2
2026-07-15,5309,59.1,99.7968855788761,76.8988907332038,47,0.7872340425531915,20.0,84.78080963355953,0.2
2026-07-16,5309,58.0,98.50624660510591,83.91278643407962,47,0.7872340425531915,20.0,86.14709186664743,0.2
2026-07-17,5309,53.3,94.5358788676761,90.74101166967279,47,0.7872340425531915,20.0,86.66303785431677,0.2
2026-07-20,5309,53.3,93.67594195180402,89.90767833633946,47,0.7872340425531915,20.0,86.19672344622182,0.2
2026-07-21,5309,54.0,95.22913586883483,79.39997008031638,47,0.7872340425531915,20.0,84.03575455732529,0.2
2026-07-22,5309,54.6,96.3543073183905,69.71222650106388,47,0.7872340425531915,20.0,81.95137009737887,0.2
2026-07-23,5309,54.2,94.43145882029424,71.73368245810155,47,0.7872340425531915,20.0,81.8798795372094,0.2
2026-07-24,5309,52.2,92.8164814312822,86.54563543116821,47,0.7872340425531915,20.0,85.09837456377245,0.2
2026-07-27,5309,52.6,94.54796411318151,78.977757848792,47,0.7872340425531915,20.0,83.7258499727482,0.2
2026-07-28,5309,49.5,92.93119698397739,89.999550877495,47,0.7872340425531915,20.0,85.99626809116272,0.2
2026-07-29,5309,46.6,90.7749077490775,94.70871173963111,47,0.7872340425531915,20.0,86.52667153622677,0.2
2026-07-30,5309,44.8,86.762531917753,95.90284150790991,47,0.7872340425531915,20.0,85.62149122889912,0.2
2021-05-17,5315,15.95,97.90794979079499,65.10953525645806,15,0.8666666666666667,20.0,83.64976875135301,0.12
2025-04-08,5315,19.35,97.22607489597782,89.48275260196267,26,0.6923076923076923,20.0,84.30774138851478,0.15
2025-04-09,5315,17.8,93.00357956394403,93.6571938149118,26,0.6923076923076923,20.0,84.08460309214192,0.15
2021-10-04,5328,14.35,93.46076458752515,86.13871341136716,24,0.6666666666666666,20.0,81.57290772909933,0.15
2021-10-06,5328,14.35,91.7239623121976,83.91216099554389,24,0.6666666666666666,20.0,80.49522894254525,0.15
2024-05-09,5340,52.0,96.04638903531892,75.79200805161011,40,0.65,20.0,79.26191872349821,0.15
2024-05-14,5340,47.85,89.70832968380485,88.47435571715634,40,0.65,20.0,80.53108783443054,0.15
2024-05-15,5340,48.6,90.35453597497393,71.48812061000994,40,0.65,20.0,76.47839094499466,0.15
2024-07-22,5340,47.25,93.31690207602617,89.71458260247914,45,0.6888888888888889,20.0,83.09038294009429,0.15
2024-07-23,5340,47.75,93.91796322489391,80.65376548643779,45,0.6888888888888889,20.0,81.00549700574427,0.15
2024-07-26,5340,47.6,93.0661094224924,82.60387561500423,45,0.6888888888888889,20.0,81.23746839716543,0.15
2024-12-20,5340,39.75,74.80698033233361,74.06531464306211,49,0.6938775510204082,20.0,73.77474929107785,0.15
2026-06-05,5340,95.1,93.7464647099491,84.86238375322752,60,0.7333333333333333,20.0,83.3395353512916,0.15
2026-06-08,5340,91.8,91.42604967847686,87.20816893147065,60,0.7333333333333333,20.0,83.22985713641071,0.15
2026-06-09,5340,92.0,92.6263144395999,84.50993744865596,60,0.7333333333333333,20.0,82.91537869404395,0.15
2026-06-10,5340,85.7,89.0673806336457,91.02193074210135,60,0.7333333333333333,20.0,83.47569687561905,0.15
2026-06-11,5340,85.8,89.92508395763369,88.87981742474025,60,0.7333333333333333,20.0,83.19747954347517,0.15
2022-01-07,5347,142.5,83.1954155769653,72.13232652010205,15,0.6666666666666666,20.0,74.99170630311511,0.15
2022-01-11,5347,139.5,84.57187879152882,90.52874165352284,15,0.6666666666666666,20.0,80.00374905083936,0.15
2022-01-13,5347,139.0,81.8466548119557,86.9248049240861,15,0.6666666666666666,20.0,78.28519767460823,0.15
2022-01-14,5347,139.0,83.46316154847194,83.67155068952977,15,0.6666666666666666,20.0,77.95683613692403,0.15
2022-01-19,5347,138.5,79.69603917180206,79.41844983268896,15,0.6666666666666666,20.0,75.76342420971285,0.15
