symbol,exchange,rows,first_date,last_date,duplicate_dates,invalid_ohlcv_rows,max_field_missing_ratio,missing_trading_day_ratio,has_120_days,downloaded
4549,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
4550,TPEx,2072,2018-01-02,2026-08-19,0,0,0.0,0.010978520286396232,True,True
4554,TPEx,2074,2018-01-02,2026-08-19,0,0,0.0,0.010023866348448651,True,True
4556,TPEx,1861,2018-01-02,2026-08-19,0,0,0.0,0.11169451073985681,True,True
4558,TPEx,1071,2022-03-17,2026-08-19,0,0,0.0,0.004646840148698872,True,True
4561,TPEx,1988,2018-06-11,2026-08-19,0,0,0.0,0.002008032128514081,True,True
4563,TPEx,1955,2018-07-12,2026-08-19,0,0,0.0,0.0076142131979695105,True,True
4568,TPEx,1822,2018-10-03,2026-08-19,0,0,0.0,0.047071129707113024,True,True
4577,TPEx,1014,2022-06-14,2026-08-19,0,0,0.0,0.002949852507374673,True,True
4580,TPEx,1607,2020-01-06,2026-08-19,0,0,0.0,0.0,True,True
4584,TPEx,859,2022-10-05,2026-08-19,0,0,0.0,0.08324439701173958,True,True
4609,TPEx,1870,2018-01-03,2026-08-19,0,0,0.0,0.10697230181470874,True,True
4702,TPEx,2084,2018-01-02,2026-08-19,0,0,0.0,0.005250596658711193,True,True
4706,TPEx,2015,2018-01-02,2026-08-19,0,0,0.0,0.03818615751789978,True,True
4707,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4711,TPEx,2060,2018-01-02,2026-08-19,0,0,0.0,0.01670644391408116,True,True
4714,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4716,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
4721,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4726,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4728,TPEx,2069,2018-01-02,2026-08-19,0,0,0.0,0.012410501193317436,True,True
4729,TPEx,2086,2018-01-02,2026-08-19,0,0,0.0,0.0042959427207637235,True,True
4735,TPEx,2089,2018-01-02,2026-08-19,0,0,0.0,0.0028639618138425194,True,True
4741,TPEx,2043,2018-01-02,2026-08-19,0,0,0.0,0.02482100238663487,True,True
4743,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
4744,TPEx,1969,2018-07-12,2026-08-19,0,0,0.0,0.0005076142131980044,True,True
4745,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
4747,TPEx,2008,2018-01-02,2026-08-19,0,0,0.0,0.04152744630071603,True,True
4749,TPEx,383,2025-01-17,2026-08-19,0,0,0.0,0.0,True,True
4754,TPEx,2034,2018-01-02,2026-08-19,0,0,0.0,0.029116945107398595,True,True
4760,TPEx,1803,2019-03-21,2026-08-19,0,0,0.0,0.0,True,True
4767,TPEx,1719,2018-10-29,2026-08-19,0,0,0.0,0.09287598944591025,True,True
4768,TPEx,1059,2022-04-13,2026-08-19,0,0,0.0,0.0,True,True
4772,TPEx,462,2024-09-20,2026-08-19,0,0,0.0,0.002159827213822907,True,True
4804,TPEx,1883,2018-01-02,2026-04-13,0,0,0.0,0.061316051844466646,True,True
4806,TPEx,1871,2018-01-02,2026-08-19,0,0,0.0,0.10692124105011935,True,True
4903,TPEx,2089,2018-01-02,2026-08-19,0,0,0.0,0.0028639618138425194,True,True
4905,TPEx,1875,2018-01-02,2026-08-19,0,0,0.0,0.1050119331742243,True,True
4907,TPEx,2087,2018-01-02,2026-08-19,0,0,0.0,0.003818615751789989,True,True
4908,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4909,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4911,TPEx,2083,2018-01-02,2026-08-19,0,0,0.0,0.005727923627684928,True,True
4923,TPEx,1079,2022-03-14,2026-08-19,0,0,0.0,0.0,True,True
4924,TPEx,2077,2018-01-02,2026-08-19,0,0,0.0,0.008591885441527447,True,True
4931,TPEx,1682,2019-09-17,2026-08-19,0,0,0.0,0.0,True,True
4933,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4939,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
4946,TPEx,2066,2018-01-02,2026-08-19,0,0,0.0,0.01384248210023864,True,True
4950,TPEx,1764,2018-01-02,2026-08-19,0,0,0.0,0.1579952267303103,True,True
4951,TPEx,917,2022-11-03,2026-08-19,0,0,0.0,0.0,True,True
4953,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4966,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
4971,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
4972,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
4973,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4974,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4979,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4991,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
4995,TPEx,2084,2018-01-02,2026-08-19,0,0,0.0,0.005250596658711193,True,True
5009,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5011,TPEx,2008,2018-01-03,2026-08-19,0,0,0.0,0.04106972301814704,True,True
5013,TPEx,1935,2018-01-02,2026-08-19,0,0,0.0,0.07637231503579955,True,True
5014,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5015,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
5016,TPEx,1995,2018-01-02,2026-08-19,0,0,0.0,0.04773269689737469,True,True
5201,TPEx,2077,2018-01-02,2026-08-19,0,0,0.0,0.008591885441527447,True,True
5202,TPEx,2023,2018-01-02,2026-08-19,0,0,0.0,0.03436754176610979,True,True
5205,TPEx,1292,2018-01-04,2026-08-19,0,0,0.0,0.3827042522694697,True,True
5206,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
5209,TPEx,2065,2018-01-02,2026-08-19,0,0,0.0,0.014319809069212375,True,True
5210,TPEx,2077,2018-01-02,2026-08-19,0,0,0.0,0.008591885441527447,True,True
5211,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
5212,TPEx,1957,2018-01-03,2026-08-18,0,0,0.0,0.06497849976110848,True,True
5213,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
5220,TPEx,2018,2018-04-26,2026-08-19,0,0,0.0,0.0024715768660404924,True,True
5223,TPEx,1968,2018-07-02,2026-08-19,0,0,0.0,0.005055611729019249,True,True
5227,TPEx,2067,2018-01-02,2026-08-19,0,0,0.0,0.013365155131264905,True,True
5228,TPEx,990,2022-05-20,2026-08-19,0,0,0.0,0.04162633107454017,True,True
5230,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5245,TPEx,2094,2018-01-02,2026-08-18,0,0,0.0,0.0,True,True
5251,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
5263,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5272,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5274,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5276,TPEx,1847,2018-01-02,2026-08-19,0,0,0.0,0.11837708830548921,True,True
5278,TPEx,2067,2018-01-02,2026-08-19,0,0,0.0,0.013365155131264905,True,True
5287,TPEx,2075,2018-01-02,2026-08-19,0,0,0.0,0.009546539379474916,True,True
5289,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5291,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5299,TPEx,2080,2018-01-23,2026-08-19,0,0,0.0,0.0,True,True
5301,TPEx,2058,2018-01-02,2026-08-19,0,0,0.0,0.01766109785202863,True,True
5302,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5309,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
5310,TPEx,2033,2018-01-02,2026-08-19,0,0,0.0,0.02959427207637233,True,True
5312,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
5314,TPEx,1991,2018-01-03,2026-08-19,0,0,0.0,0.04918815663801335,True,True
5315,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5321,TPEx,2071,2018-01-02,2026-08-19,0,0,0.0,0.011455847255369966,True,True
5324,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
5328,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5340,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5344,TPEx,2077,2018-01-02,2026-08-19,0,0,0.0,0.008591885441527447,True,True
5345,TPEx,1929,2018-01-02,2026-08-19,0,0,0.0,0.07923627684964196,True,True
5347,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5348,TPEx,1948,2018-01-03,2026-08-19,0,0,0.0,0.06972301814708692,True,True
5351,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
5353,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5355,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
5356,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
5364,TPEx,1710,2018-01-04,2026-08-19,0,0,0.0,0.18299092212135692,True,True
5371,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5381,TPEx,2014,2018-01-02,2026-08-19,0,0,0.0,0.03866348448687351,True,True
5386,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5392,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5398,TPEx,2057,2018-01-03,2026-08-19,0,0,0.0,0.0176695319961796,True,True
5403,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5410,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5425,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5426,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5432,TPEx,2024,2018-01-02,2026-08-19,0,0,0.0,0.03389021479713605,True,True
5438,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
5439,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5443,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5450,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
5452,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5455,TPEx,1310,2018-01-02,2026-08-19,0,0,0.0,0.3747016706443914,True,True
5457,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5460,TPEx,2076,2018-01-02,2026-08-19,0,0,0.0,0.009069212410501182,True,True
5464,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5465,TPEx,2086,2018-01-02,2026-08-19,0,0,0.0,0.0042959427207637235,True,True
5468,TPEx,1961,2018-01-02,2026-08-19,0,0,0.0,0.06396181384248212,True,True
5474,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5475,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
5478,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
5481,TPEx,1999,2018-01-02,2026-08-19,0,0,0.0,0.045823389021479755,True,True
5483,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
5487,TPEx,1969,2018-01-02,2026-08-19,0,0,0.0,0.06014319809069213,True,True
5488,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5489,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
5490,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5493,TPEx,2079,2018-01-02,2026-08-19,0,0,0.0,0.007637231503579978,True,True
5498,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5508,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5511,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
5512,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5514,TPEx,1959,2018-01-02,2026-08-19,0,0,0.0,0.06491646778042959,True,True
5516,TPEx,1996,2018-01-02,2026-08-19,0,0,0.0,0.04725536992840096,True,True
5520,TPEx,2016,2018-01-02,2026-08-17,0,0,0.0,0.03678929765886285,True,True
5523,TPEx,2082,2018-01-02,2026-08-18,0,0,0.0,0.005730659025787954,True,True
5529,TPEx,2078,2018-01-02,2026-08-19,0,0,0.0,0.008114558472553712,True,True
5530,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5536,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
5543,TPEx,1912,2018-01-02,2026-08-19,0,0,0.0,0.08735083532219567,True,True
5547,TPEx,129,2026-02-03,2026-08-19,0,0,0.0,0.0,True,True
5548,TPEx,587,2024-03-18,2026-08-19,0,0,0.0,0.005084745762711895,True,True
5601,TPEx,1500,2018-01-03,2026-08-19,0,0,0.0,0.2836676217765043,True,True
5603,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
5604,TPEx,2049,2018-01-02,2026-08-19,0,0,0.0,0.021957040572792352,True,True
5609,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
5701,TPEx,2085,2018-01-02,2026-08-19,0,0,0.0,0.004773269689737458,True,True
5703,TPEx,1496,2018-01-04,2026-08-19,0,0,0.0,0.285236502627807,True,True
5704,TPEx,1865,2018-01-04,2026-08-19,0,0,0.0,0.10893454371715239,True,True
5864,TPEx,2036,2018-04-02,2026-08-19,0,0,0.0,0.0009813542688911214,True,True
5878,TPEx,1800,2018-01-02,2026-08-19,0,0,0.0,0.1408114558472554,True,True
5902,TPEx,2025,2018-01-02,2026-08-19,0,0,0.0,0.03341288782816232,True,True
5903,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
5904,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
5905,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6015,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6016,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6020,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6021,TPEx,2041,2018-01-02,2026-08-19,0,0,0.0,0.02577565632458234,True,True
6023,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6026,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6028,TPEx,97,2026-03-30,2026-08-19,0,0,0.0,0.010204081632653073,False,True
6101,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6103,TPEx,1202,2018-01-02,2026-08-13,0,0,0.0,0.4251554280248685,True,True
6104,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6109,TPEx,2059,2018-01-02,2026-08-19,0,0,0.0,0.017183770883054894,True,True
6111,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6113,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6114,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6118,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6121,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6122,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
6123,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6124,TPEx,2071,2018-01-02,2026-08-19,0,0,0.0,0.011455847255369966,True,True
6125,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6126,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6127,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6129,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6130,TPEx,2055,2018-01-02,2026-08-19,0,0,0.0,0.019093078758949833,True,True
6134,TPEx,2086,2018-01-02,2026-08-19,0,0,0.0,0.0042959427207637235,True,True
6138,TPEx,2089,2018-01-02,2026-08-19,0,0,0.0,0.0028639618138425194,True,True
6140,TPEx,2014,2018-01-02,2026-08-19,0,0,0.0,0.03866348448687351,True,True
6143,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6144,TPEx,1800,2018-01-02,2026-08-19,0,0,0.0,0.1408114558472554,True,True
6146,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6147,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6148,TPEx,2081,2018-01-02,2026-08-19,0,0,0.0,0.006682577565632508,True,True
6150,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6151,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6154,TPEx,2083,2018-01-02,2026-08-19,0,0,0.0,0.005727923627684928,True,True
6156,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6158,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
6160,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6161,TPEx,2082,2018-01-02,2026-08-19,0,0,0.0,0.006205250596658662,True,True
6163,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6167,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6169,TPEx,2087,2018-01-02,2026-08-19,0,0,0.0,0.003818615751789989,True,True
6170,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6171,TPEx,2043,2018-01-03,2026-08-19,0,0,0.0,0.024355300859598805,True,True
6173,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6174,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
6175,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6179,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6180,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6182,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6185,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6186,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6187,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6188,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6190,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6194,TPEx,2081,2018-01-02,2026-08-19,0,0,0.0,0.006682577565632508,True,True
6195,TPEx,2082,2018-01-02,2026-08-18,0,0,0.0,0.005730659025787954,True,True
6198,TPEx,1672,2018-01-02,2026-08-19,0,0,0.0,0.201909307875895,True,True
6199,TPEx,1871,2018-01-02,2026-08-19,0,0,0.0,0.10692124105011935,True,True
6203,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6204,TPEx,2084,2018-01-02,2026-08-19,0,0,0.0,0.005250596658711193,True,True
6207,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6208,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6210,TPEx,2066,2018-01-02,2026-08-19,0,0,0.0,0.01384248210023864,True,True
6212,TPEx,1711,2018-01-04,2026-08-17,0,0,0.0,0.18173122907699668,True,True
6217,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6218,TPEx,2092,2018-01-02,2026-08-19,0,0,0.0,0.0014319809069212042,True,True
6219,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
6220,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6221,TPEx,2071,2018-01-02,2026-08-19,0,0,0.0,0.011455847255369966,True,True
6222,TPEx,1830,2018-01-02,2026-08-18,0,0,0.0,0.1260744985673352,True,True
6223,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6227,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6228,TPEx,2035,2018-01-02,2026-08-19,0,0,0.0,0.02863961813842486,True,True
6229,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
6231,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6233,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6234,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6236,TPEx,1000,2018-01-02,2026-08-18,0,0,0.0,0.5224450811843362,True,True
6237,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6240,TPEx,2029,2018-01-02,2026-08-19,0,0,0.0,0.03150357995226727,True,True
6241,TPEx,2052,2018-01-02,2026-08-17,0,0,0.0,0.019589106545628288,True,True
6242,TPEx,1996,2018-01-02,2026-08-19,0,0,0.0,0.04725536992840096,True,True
6244,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6245,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6246,TPEx,2040,2018-01-02,2026-08-19,0,0,0.0,0.026252983293556076,True,True
6248,TPEx,2041,2018-01-02,2026-08-19,0,0,0.0,0.02577565632458234,True,True
6259,TPEx,1957,2018-01-03,2026-08-19,0,0,0.0,0.06542502387774596,True,True
6261,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6263,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6264,TPEx,2084,2018-01-02,2026-08-19,0,0,0.0,0.005250596658711193,True,True
6265,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6266,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6270,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6274,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6275,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6276,TPEx,2063,2018-01-02,2026-08-19,0,0,0.0,0.015274463007159955,True,True
6279,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6284,TPEx,2088,2018-01-02,2026-08-19,0,0,0.0,0.003341288782816254,True,True
6290,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6291,TPEx,1888,2018-01-02,2026-08-19,0,0,0.0,0.09880668257756564,True,True
6292,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
6294,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
6411,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6417,TPEx,2007,2018-01-02,2026-08-19,0,0,0.0,0.042004773269689766,True,True
6418,TPEx,1815,2019-02-18,2026-08-19,0,0,0.0,0.004934210526315819,True,True
6419,TPEx,2055,2018-01-02,2026-08-19,0,0,0.0,0.019093078758949833,True,True
6423,TPEx,137,2026-01-22,2026-08-19,0,0,0.0,0.0,True,True
6425,TPEx,1829,2019-01-18,2026-08-19,0,0,0.0,0.004896626768226331,True,True
6432,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6435,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6441,TPEx,2085,2018-01-02,2026-08-19,0,0,0.0,0.004773269689737458,True,True
6461,TPEx,2041,2018-03-28,2026-08-19,0,0,0.0,0.0,True,True
6462,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6465,TPEx,2043,2018-01-02,2026-08-19,0,0,0.0,0.02482100238663487,True,True
6469,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6470,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6474,TPEx,176,2025-11-25,2026-08-19,0,0,0.0,0.005649717514124242,True,True
6482,TPEx,1842,2018-01-02,2026-08-19,0,0,0.0,0.120763723150358,True,True
6485,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6486,TPEx,2090,2018-01-02,2026-08-19,0,0,0.0,0.0023866348448687846,True,True
6488,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6492,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6494,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6496,TPEx,2066,2018-01-02,2026-08-19,0,0,0.0,0.01384248210023864,True,True
6498,TPEx,307,2025-05-20,2026-08-19,0,0,0.0,0.0,True,True
6499,TPEx,2094,2018-01-02,2026-08-19,0,0,0.0,0.0004773269689737347,True,True
6506,TPEx,2091,2018-01-02,2026-08-19,0,0,0.0,0.0019093078758949389,True,True
6508,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6509,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6510,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6512,TPEx,2008,2018-01-02,2026-08-19,0,0,0.0,0.04152744630071603,True,True
6516,TPEx,1774,2019-05-06,2026-08-19,0,0,0.0,0.0,True,True
6517,TPEx,887,2022-12-15,2026-08-19,0,0,0.0,0.0,True,True
6523,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
6527,TPEx,1606,2019-12-25,2026-08-19,0,0,0.0,0.00495662949194553,True,True
6530,TPEx,2067,2018-01-23,2026-08-19,0,0,0.0,0.006249999999999978,True,True
6532,TPEx,2095,2018-01-02,2026-08-19,0,0,0.0,0.0,True,True
6535,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
6538,TPEx,2078,2018-01-02,2026-08-19,0,0,0.0,0.008114558472553712,True,True
6542,TPEx,1919,2018-01-02,2026-08-19,0,0,0.0,0.08400954653937942,True,True
6546,TPEx,1031,2022-05-24,2026-08-19,0,0,0.0,0.0,True,True
6547,TPEx,2029,2018-04-17,2026-08-19,0,0,0.0,0.0004926108374384564,True,True
6548,TPEx,2080,2018-01-02,2026-08-19,0,0,0.0,0.007159904534606243,True,True
6556,TPEx,2068,2018-01-02,2026-08-19,0,0,0.0,0.01288782816229117,True,True
6560,TPEx,2093,2018-01-02,2026-08-19,0,0,0.0,0.0009546539379474694,True,True
